state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,18,5486.41740000,8817272.83820000,0.00548887,27.037236,1,8.82265375,58575.825142,3867,2360,1454153,4242,,3867
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,81,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5190,,,91
CHANDIGARH,526,TON,1,1,1,74.13000000,775272.98341000,0.00007413,0.451722,32,0.77529768,1581.182726,121,119,7108,32,,1
CHHATTISGARH,100,TON,20,16,16,3064.59700000,1293916.19155000,0.00306514,6.117375,843,1.29423730,2723.890419,3678,254,136139,1255,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,49,45,1938.02500000,2898256.71403000,0.00193850,7.811465,,2.89930919,11461.714091,10260,7188,869851,803,,0
HARYANA,32,TON,108,49,28,7028.39800000,34068790.70749000,0.00702854,15.886970,999,34.17406329,110293.022617,17536,30436,2727241,3698,,44
HIMACHAL PRADESH,43,TON,38,15,13,153.55000000,449101.40976000,0.00015384,0.458922,234,0.44989190,1697.157413,2331,1159,125583,224,,0
JAMMU AND KASHMIR,696,TON,17,4,4,46.91900000,168376.23131000,0.00004693,0.155729,,0.16838497,1049.442527,2747,200,51930,22,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34312.85996000,,,,0.03431571,68.001303,2544,,267228,,,40
KARNATAKA,695,TON,5,1,1,245.50000000,237929.03806000,0.00024550,1.659912,,0.23792917,1745.284570,831,838,1556,112,,15
KERALA,694,TON,6,,,,763.39654000,,,,0.00077089,2.492944,442,,3161,,,3
MADHYA PRADESH,20,TON,139,54,35,6551.06390000,10198158.86521000,0.00655182,23.659822,2059,10.20038006,34024.449612,25899,,3025105,2468,,1108
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,66,33,2902.90693000,5537527.64272500,0.00444375,11.326894,910,8.86340418,20624.233482,23245,18332,1238805,1365,,0
NAGALAND,35,TON,19,1,1,0.50000000,1133.38000000,0.00000050,0.001650,,0.00113338,4.966954,181,,184,1,,
ODISHA,384,NOS,,2,3,898400.00000000,433495113.00000000,0.08984000,0.138462,,43.34951100,110.621476,,,,25,,
ODISHA,384,TON,66,42,39,1938.34600000,2161764.98843000,0.00193837,3.590605,302,2.16187115,5409.618455,10024,,445346,423,,10024
PUDUCHERRY,599,TON,2,1,1,5.21600000,53007.24886220,0.00000523,0.027472,,1.74185315,199.694142,231,,13623,12,,0
PUNJAB,602,TON,79,6,3,170.95000000,4169188.34648000,0.00017095,0.072849,41,4.16978263,13597.376411,3539,10832,217894,29,,0
RAJASTHAN,26,NOS,,2,2,9095.00000000,11099495.00000000,0.00090950,0.018903,,1.10994950,21.297375,,,,9,,
RAJASTHAN,26,TON,173,122,103,22039.96400000,28057531.30448000,0.02204194,87.503111,8622,28.07587624,116016.429415,86506,27426,1546682,12194,,86506
TAMIL NADU,509,NOS,,5,4,5182.00000000,27757186.00000000,0.00051820,0.006601,,2.77571830,25.795098,,,,7,,
TAMIL NADU,509,TON,213,72,70,2539.01197000,2957817.92377580,0.00254072,10.067579,2546,33.81860761,7893.616962,12308,0,464348,3783,,2391
TELANGANA,28,TON,57,25,24,2900.53939000,7529615.95911000,0.00290207,9.619944,247,7.53305153,28152.736850,6364,5156,1823956,2804,,6364
TRIPURA,36,TON,19,,,,37.36500000,,,,0.00003738,0.545931,58,,70,,,3
UTTAR PRADESH,46,TON,162,95,91,4685.25700000,7527229.42960000,0.00468526,11.254843,713,7.52738081,14607.435228,40043,8574,3305103,1402,,32153
UTTARAKHAND,385,TON,20,17,16,1003.72500000,870670.79303000,0.00100377,1.631313,362,0.87076484,1390.692124,6172,2718,92133,399,,6172
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,16,16,164.78500000,98631.37460000,0.00016487,0.272628,185,0.09873400,194.235276,5675,125,97297,184,,0
