state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,14,15,1640.81895000,9554737.71463000,0.00164265,12.214290,,9.56051795,62126.677391,3957,2379,1454268,2487,,3957
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3619.49740000,,,,0.00363154,14.096591,1018,,5262,,,93
CHANDIGARH,526,TON,1,1,,,818063.74341000,,,33,0.81808848,1655.208424,121,119,7109,,,1
CHHATTISGARH,100,TON,20,9,9,1097.68300000,1542476.08235000,0.00109799,2.747589,488,1.54284141,3261.110700,3774,256,136303,675,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,42,34,1660.68870000,3118786.22343000,0.00166107,6.330050,,3.11990019,12417.428161,10290,7190,869919,671,,0
HARYANA,32,TON,108,75,49,27277.64800000,36910693.48304000,0.02737291,100.760868,3019,37.02100357,119458.680799,17896,30973,2727263,9506,,45
HIMACHAL PRADESH,43,TON,38,7,7,45.50000000,480331.32373000,0.00004553,0.109255,61,0.48115805,1856.556763,2347,1161,125677,71,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,7,7,297.99700000,282289.42790000,0.00029800,1.665491,,0.28229893,1694.488235,2752,203,52183,32,,399
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,,,35739.87891000,,,,0.03574281,71.621692,2587,,268443,,,45
KARNATAKA,695,TON,5,1,1,89.70000000,268201.58806000,0.00008970,0.571895,,0.26820172,1934.480304,852,860,1576,29,,15
KERALA,694,TON,6,1,1,0.10200000,799.12876000,0.00000010,0.000362,,0.00080670,2.620618,448,,3221,4,,3
MADHYA PRADESH,20,TON,139,29,23,6551.67950000,10942046.94434000,0.00655193,16.169023,679,10.94434897,36415.442656,25974,,3025281,1602,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,36,18,1864.62615000,6040665.16372500,0.00186469,4.588224,540,9.87276429,22434.933229,23581,18510,1247188,516,,0
NAGALAND,35,TON,19,,,,1253.94000000,,,,0.00125394,5.541488,182,,184,,,
ODISHA,384,TON,66,42,40,2264.18300000,2604296.09453000,0.00226427,6.521616,353,2.60441658,6528.117480,10263,,479395,415,,10263
ODISHA,384,NOS,,2,2,100024.00000000,500148530.00000000,0.01000240,0.085564,,50.01485270,122.531178,,,,8,,
PUDUCHERRY,599,TON,2,,,,54422.44586220,,,,1.74326981,204.771279,236,,13630,,,0
PUNJAB,602,TON,79,7,6,3077.66700000,4500656.86648000,0.00307829,9.918059,210,4.50132317,14542.929011,4488,13363,217938,541,,0
RAJASTHAN,26,TON,173,96,62,9836.45600000,30538420.27118000,0.00983700,45.145562,5856,30.56018766,126046.197108,87317,27815,1553841,6474,,87317
RAJASTHAN,26,NOS,,2,,,11972679.00000000,,,,1.19726790,23.046398,,,,,,
TAMIL NADU,509,NOS,,1,1,2138.00000000,33411444.00000000,0.00021380,0.004751,,3.34114410,36.253887,,,,6,,
TAMIL NADU,509,TON,213,5,5,72.48600000,3424148.36390580,0.00007254,0.463920,207,34.28425495,9233.983259,13126,0,474050,237,,2684
TELANGANA,28,TON,57,21,25,5140.37726000,7832932.60944000,0.00514115,13.205858,152,7.83647267,29214.714160,6403,5259,1823964,2961,,6403
TELANGANA,28,NOS,,,,,2496.00000000,,,,0.00024960,0.468250,,,,,,
TRIPURA,36,TON,19,,,,77.54900000,,,,0.00007761,0.803663,66,,83,,,3
UTTAR PRADESH,46,TON,162,98,90,4044.10000000,8168598.39860000,0.00404411,9.186732,673,8.16875060,16101.196133,40927,8576,3305594,1307,,32191
UTTARAKHAND,385,TON,20,15,14,605.69500000,1016396.08603000,0.00060572,1.128235,263,1.01649374,1626.096555,6273,2728,92343,304,,6273
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,9,8,51.03500000,113862.72460000,0.00005105,0.108014,78,0.11397596,230.991376,5786,125,105404,73,,0
