state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,18,4104.39778000,9212816.15508000,0.00410645,19.616765,,9.21839766,60154.060740,3889,2364,1454233,2495,,3889
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,99,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3486.14400000,,,,0.00349819,13.811490,1004,,5209,,,93
CHANDIGARH,526,TON,1,1,,,801351.35841000,,,61,0.80137609,1623.496860,121,119,7108,,,1
CHHATTISGARH,100,TON,20,19,18,1743.76800000,1425344.41335000,0.00174407,3.654414,603,1.42568624,2993.096704,3715,255,136229,774,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1001,,30,,,
GUJARAT,22,TON,144,43,41,1137.05650000,2999682.75953000,0.00113745,5.522151,,3.00076388,11903.059915,10283,7189,869881,566,,0
HARYANA,32,TON,108,46,27,2243.54300000,34338002.77099000,0.00234866,6.432696,804,34.44529572,110950.370631,17605,30515,2727252,2300,,45
HIMACHAL PRADESH,43,TON,38,18,17,380.90192000,458841.53938000,0.00038116,2.437191,247,0.45965063,1742.657774,2332,1159,125664,352,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,5,5,26.26300000,169944.63571000,0.00002628,0.099155,,0.16995391,1055.406025,2747,200,51972,21,,365
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,,,34434.79896000,,,3,0.03443766,68.343804,2555,,267366,,,42
KARNATAKA,695,TON,5,,,,253898.58806000,,,,0.25389872,1846.515164,842,852,1562,,,15
KERALA,694,TON,6,,1,0.11170000,772.42554000,0.00000010,0.000321,,0.00077991,2.528919,444,,3182,4,,3
MADHYA PRADESH,20,TON,139,33,28,2149.22600000,10541202.45007000,0.00214968,8.141349,692,10.54346407,35197.333845,25936,,3025223,831,,1085
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,46,25,1857.85740000,5752797.67274500,0.00185795,6.998067,541,9.29334589,21453.138994,23467,18456,1243687,1096,,0
NAGALAND,35,TON,19,2,2,0.70000000,1176.88000000,0.00000070,0.002665,,0.00117688,5.156965,181,,184,2,,
ODISHA,384,NOS,,1,1,7500.00000000,459722118.00000000,0.00075000,0.060000,,45.97221150,114.309987,,,,9,,
ODISHA,384,TON,66,52,53,4985.33900000,2322243.51143000,0.00498547,13.435273,437,2.32235445,5793.707953,10111,,462056,729,,10111
PUDUCHERRY,599,TON,2,1,1,2.54000000,53780.01386220,0.00000254,0.008189,,1.74262695,202.971022,234,,13630,5,,0
PUNJAB,602,TON,79,13,11,487.95000000,4225005.91948000,0.00048795,1.177561,279,4.22560020,13718.566718,3829,11524,217898,72,,0
RAJASTHAN,26,NOS,,1,1,131.00000000,11310854.00000000,0.00001310,0.000756,,1.13108540,21.752597,,,,9,,
RAJASTHAN,26,TON,173,117,100,16822.74874000,29198162.29222000,0.01682481,70.074500,3525,29.21754234,120734.354676,86965,27641,1549549,9043,,86965
TAMIL NADU,509,TON,213,93,92,5576.36584000,3151670.67561580,0.00557805,15.820893,4697,34.01275830,8526.131514,12666,0,469726,5471,,2547
TAMIL NADU,509,NOS,,5,4,12720.00000000,30628740.00000000,0.00127200,0.012948,,3.06287370,30.996144,,,,8,,
TELANGANA,28,TON,57,11,11,460.74275000,7605731.58481000,0.00046093,2.336166,66,7.60920218,28491.432491,6373,5162,1823962,489,,6373
TRIPURA,36,TON,19,,,,56.98500000,,,,0.00005702,0.700681,65,,75,,,3
UTTAR PRADESH,46,TON,162,111,102,3375.26000000,7766573.18260000,0.00337526,6.992059,676,7.76672491,15177.824911,40544,8574,3305274,1269,,32195
UTTARAKHAND,385,TON,20,14,14,1166.85500000,924397.84403000,0.00116687,1.717753,304,0.92449317,1470.605833,6218,2724,92196,360,,6218
WEST BENGAL,569,NOS,,1,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,15,14,67.04500000,105453.70660000,0.00006713,0.185644,152,0.10556101,208.309599,5746,125,100486,140,,0
