state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,18,3416.91831000,9315845.98665000,0.00341956,23.170207,,9.32147458,60729.592483,3900,2365,1454243,2664,,3900
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,100,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3486.14400000,,,,0.00349819,13.811490,1007,,5221,,,93
CHANDIGARH,526,TON,1,,,,807409.41841000,,,,0.80743415,1635.040563,121,119,7109,,,1
CHHATTISGARH,100,TON,20,13,13,1375.13300000,1461728.53535000,0.00137539,3.306279,544,1.46207755,3074.424719,3738,256,136281,666,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,40,36,779.91190000,3023208.29413000,0.00078025,4.078843,,3.02429878,12018.632882,10284,7189,869884,467,,0
HARYANA,32,TON,108,45,27,2722.52200000,34424951.14299000,0.00272263,7.145874,649,34.53349790,111182.681418,17648,30550,2727256,1502,,45
HIMACHAL PRADESH,43,TON,38,13,12,445.88111000,467402.66057000,0.00044614,2.719459,283,0.46821786,1791.705895,2333,1159,125668,366,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,12,12,350.15300000,173159.49633000,0.00035016,2.242391,,0.17316882,1074.665068,2751,200,52025,50,,397
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,2,1,2.92500000,34488.66296000,0.00000293,0.012883,,0.03449153,68.497249,2561,,267491,3,,42
KARNATAKA,695,TON,5,2,2,177.35000000,260312.88806000,0.00017735,1.088973,,0.26031302,1886.391343,849,854,1563,48,,15
KERALA,694,TON,6,,,,778.00171000,,,,0.00078548,2.548185,444,,3192,,,3
MADHYA PRADESH,20,TON,139,51,33,3485.09930000,10633528.23716000,0.00348564,12.987434,1320,10.63580063,35538.060810,25938,,3025253,1428,,1087
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,32,9,467.69235000,5822418.92363500,0.01032615,1.488191,316,9.41370952,21726.189996,23534,18465,1245082,428,,0
NAGALAND,35,TON,19,4,4,1.59000000,1197.48000000,0.00000159,0.006482,,0.00119748,5.254836,182,,184,4,,
ODISHA,384,NOS,,2,1,1875.00000000,469727484.00000000,0.00018750,0.005036,,46.97274810,116.238730,,,,2,,
ODISHA,384,TON,66,30,27,1681.53900000,2401705.90243000,0.00168165,5.239614,223,2.40181889,5986.093972,10149,,467816,318,,10149
PUDUCHERRY,599,TON,2,1,1,5.89500000,54024.29686220,0.00000592,0.018293,,1.74287140,203.648028,234,,13630,17,,0
PUNJAB,602,TON,79,15,12,1107.65000000,4258269.71048000,0.00110765,1.848766,256,4.25886488,13797.106545,4021,12111,217911,137,,0
RAJASTHAN,26,NOS,,1,1,116.00000000,11458482.00000000,0.00001160,0.000648,,1.14584820,22.068828,,,,7,,
RAJASTHAN,26,TON,173,106,80,6209.15475000,29512399.71356000,0.00626053,22.998255,3171,29.53227329,122045.546156,87048,27677,1550356,5120,,87048
TAMIL NADU,509,TON,213,89,87,4841.08872000,3247179.36716580,0.00484276,11.162019,3117,34.10832146,8782.683501,12789,0,471457,3386,,2590
TAMIL NADU,509,NOS,,3,3,20060.00000000,31788528.00000000,0.00200600,0.035835,,3.17885250,33.246193,,,,20,,
TELANGANA,28,TON,57,19,16,348.81760000,7613810.20670000,0.00034945,2.018499,65,7.61728886,28535.786237,6378,5224,1823964,837,,6378
TRIPURA,36,TON,19,1,1,1.28000000,65.48200000,0.00000128,0.006609,2,0.00006552,0.752750,66,,82,2,,3
UTTAR PRADESH,46,TON,162,88,80,2198.37000000,7861260.40960000,0.00219837,5.356594,467,7.86141217,15394.223766,40728,8574,3305442,876,,32202
UTTARAKHAND,385,TON,20,14,14,613.93000000,947542.44403000,0.00061395,1.016680,273,0.94763822,1507.724741,6240,2727,92258,312,,6240
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,14,14,109.35000000,107883.50160000,0.00010938,0.300055,157,0.10799238,215.539494,5769,125,101929,161,,0
