state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,18,6098.43932000,8752180.75590000,0.00610137,26.989311,,8.75752606,58294.566119,3865,2359,1454137,4334,,3865
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,80,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5189,,,91
CHANDIGARH,526,TON,1,1,,,771258.45341000,,,30,0.77128315,1573.538236,121,119,7108,,,1
CHHATTISGARH,100,TON,20,14,14,1842.23600000,1270074.92069000,0.00184270,4.149730,368,1.27039226,2674.207185,3674,253,136137,740,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,47,43,2963.07800000,2875242.13443000,0.00296374,11.427551,,2.87628878,11372.099704,10248,7174,869848,1035,,0
HARYANA,32,TON,108,66,38,11003.36900000,33982887.28399000,0.01100371,27.570178,1222,34.08815635,110080.196661,17506,30423,2727236,4602,,44
HIMACHAL PRADESH,43,TON,38,2,2,2.72500000,448087.95972000,0.00000275,0.010298,16,0.44887519,1693.776796,2331,1159,125582,16,,0
JAMMU AND KASHMIR,696,TON,17,2,2,24.36400000,167950.29531000,0.00002438,0.072542,,0.16795893,1047.917423,2747,200,51911,15,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,2,2,10.55000000,34311.75996000,0.00001055,0.015595,,0.03431461,67.994538,2544,,267228,2,,40
KARNATAKA,695,TON,5,2,2,306.95000000,235585.03806000,0.00030695,1.990657,,0.23558517,1729.857244,830,838,1556,134,,15
KERALA,694,TON,6,,,,762.67554000,,,,0.00077015,2.489506,440,,3157,,,3
MADHYA PRADESH,20,TON,139,46,39,6319.95960000,10142933.59481000,0.00632065,19.071289,1326,10.14514958,33855.231858,25899,,3025087,2020,,1121
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,64,44,6564.30791000,5507460.71224500,0.01057634,22.416639,900,8.79908870,20502.092424,23151,18305,1237151,2200,,0
NAGALAND,35,TON,19,3,3,1.32000000,1121.74000000,0.00000132,0.004797,,0.00112174,4.904228,181,,184,3,,
ODISHA,384,NOS,,1,1,11225.00000000,431243499.00000000,0.00112250,0.021906,,43.12434960,110.196674,,,,5,,
ODISHA,384,TON,66,51,49,4128.50700000,2139258.24943000,0.00412866,8.268602,444,2.13936381,5366.017509,10005,,441063,659,,10005
PUDUCHERRY,599,TON,2,1,1,27.53200000,52832.39286220,0.00002754,0.148071,,1.74167808,198.734800,231,,13623,51,,0
PUNJAB,602,TON,79,3,3,78.60000000,4167195.19648000,0.00007860,0.058456,12,4.16778948,13595.935091,3539,10832,217893,14,,0
RAJASTHAN,26,NOS,,1,2,5325.00000000,10970894.00000000,0.00053250,0.008588,,1.09708940,21.055993,,,,2,,
RAJASTHAN,26,TON,173,96,80,35101.38410000,27737769.79286000,0.03510299,135.878367,9745,27.75605038,114696.365766,86242,27319,1546476,14638,,86242
TAMIL NADU,509,NOS,,1,3,36861.00000000,27458002.00000000,0.00368610,0.062321,,2.74579990,25.362232,,,,46,,
TAMIL NADU,509,TON,213,79,79,4027.39640000,2925020.84560580,0.00402955,14.822762,3727,33.78578926,7779.124046,12258,0,463860,4937,,2363
TELANGANA,28,TON,57,25,25,6851.07900000,7482904.22506000,0.00685336,21.958738,600,7.48632123,28009.184156,6360,5156,1823955,4429,,6360
TRIPURA,36,TON,19,,,,31.05300000,,,,0.00003107,0.518623,54,,67,,,3
UTTAR PRADESH,46,TON,162,107,102,4358.62300000,7482180.11960000,0.00435862,9.900722,840,7.48233143,14496.482064,40023,8574,3305099,1448,,32156
UTTARAKHAND,385,TON,20,19,19,1451.54000000,859383.79603000,0.00145160,2.366235,299,0.85947717,1372.480297,6169,2718,92119,369,,6169
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,16,13,131.07100000,97085.83460000,0.00013115,0.245292,183,0.09718764,191.457815,5669,125,96731,154,,0
