state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,16,3991.82404000,8560282.38738000,0.00399526,26.644591,,8.56551691,57036.188504,3854,2348,1454084,4513,,3854
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3329.70400000,,,,0.00334174,13.446165,999,,5150,,,91
CHANDIGARH,526,TON,1,1,,,759860.21341000,,,,0.75988485,1550.871829,121,119,7108,,,1
CHHATTISGARH,100,TON,20,12,11,396.69300000,1236319.63329000,0.00039676,1.079453,245,1.23662969,2584.054960,3653,249,136127,232,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.15455000,,,,0.00032637,1.840810,974,,29,,,
GUJARAT,22,TON,144,69,56,4448.76800000,2755984.99063000,0.00444957,14.927952,,2.75701238,10961.028806,10203,7174,869815,1509,,0
HARYANA,32,TON,108,74,38,6762.99000000,33662844.40499000,0.00676320,33.167693,1942,33.76737488,109027.561634,17325,30313,2727204,4287,,43
HIMACHAL PRADESH,43,TON,38,15,14,152.58500000,445349.73839000,0.00015281,0.443114,281,0.44613172,1684.890440,2323,1159,125570,254,,0
JAMMU AND KASHMIR,696,TON,17,5,5,31.85200000,167127.19031000,0.00003185,0.101944,,0.16713558,1045.362825,2747,200,51772,29,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,2,2,16.30000000,33724.02996000,0.00001630,0.052618,,0.03372688,66.583190,2543,,267178,6,,40
KARNATAKA,695,TON,5,2,2,205.30000000,226614.93806000,0.00020530,1.404937,,0.22661507,1668.698815,826,838,1551,86,,15
KERALA,694,TON,6,,,,755.72302000,,,,0.00076318,2.465478,440,,3139,,,3
MADHYA PRADESH,20,TON,139,48,43,7248.63560000,9943075.49055000,0.00724974,22.517364,1971,9.94527306,33236.067296,25878,,3025045,2076,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,64,36,3504.74968000,5372077.73367500,0.00585330,14.919839,1236,8.56635455,19922.985752,22753,18085,1233051,1835,,0
NAGALAND,35,TON,19,1,1,0.50000000,1092.10000000,0.00000050,0.002450,,0.00109210,4.784483,181,,184,1,,
ODISHA,384,NOS,,,,,413443744.00000000,,,,41.34437410,107.765015,,,,,,
ODISHA,384,TON,66,46,45,2730.09600000,2042310.70543000,0.00273018,7.726362,430,2.04241414,5186.354380,9933,,429798,528,,9933
PUDUCHERRY,599,TON,2,1,1,32.14600000,51644.50186220,0.00003220,0.249207,3,1.74048917,191.727539,229,,13623,85,,0
PUNJAB,602,TON,79,9,6,334.38500000,4158802.56148000,0.00033440,0.462946,94,4.15939629,13583.149297,3534,10831,217893,65,,0
RAJASTHAN,26,NOS,,2,2,14229.00000000,10471359.00000000,0.00142290,0.028879,,1.04713590,20.142732,,,,11,,
RAJASTHAN,26,TON,173,123,106,30117.69747000,26160130.35663000,0.03011997,141.141114,14488,26.17773553,108088.961623,86116,27264,1545557,17027,,86116
TAMIL NADU,509,NOS,,2,3,16100.00000000,26495184.00000000,0.00161000,0.018055,,2.64951810,23.581630,,,,5,,
TAMIL NADU,509,TON,213,75,76,4508.98894000,2795316.67698880,0.00451118,13.779106,3524,33.65601945,7357.218261,12054,0,461946,4258,,2265
TELANGANA,28,TON,57,28,26,5578.42947000,7299144.59341000,0.00558226,41.482450,312,7.30248108,27201.105722,6343,5151,1823949,7860,,6343
TRIPURA,36,TON,7,1,,,21.78800000,,,1,0.00002180,0.484994,28,,65,,,3
UTTAR PRADESH,46,TON,125,104,98,3330.85000000,7341710.91660000,0.00333085,7.098989,640,7.34186208,14149.518632,39887,8573,3305043,1397,,32150
UTTARAKHAND,385,TON,20,17,16,1208.74000000,821384.98303000,0.00120883,2.187689,322,0.82147537,1303.310755,6153,2718,92036,421,,6153
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,13,14,153.47000000,92536.82360000,0.00015354,0.235220,155,0.09263629,183.871368,5640,125,94831,172,,0
