state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,20,2461.62117000,9407507.45436000,0.00246304,12.381776,,9.41318334,61135.603513,3933,2366,1454249,2540,,3933
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,119,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3594.79300000,,,,0.00360684,14.046969,1012,,5228,,,93
CHANDIGARH,526,TON,1,,,,811990.42341000,,,,0.81201516,1645.309084,121,119,7109,,,1
CHHATTISGARH,100,TON,20,13,12,815.62000000,1493923.84335000,0.00081582,1.944853,489,1.49427899,3143.792043,3755,256,136289,536,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,41,31,676.31420000,3048196.88113000,0.00067668,4.928603,,3.04929660,12148.902301,10288,7190,869885,427,,0
HARYANA,32,TON,108,77,44,14744.17800000,34707215.30104000,0.01474436,50.462026,2154,34.81627839,112046.457086,17755,30786,2727260,6202,,45
HIMACHAL PRADESH,43,TON,38,17,17,303.90029000,475210.16584000,0.00030408,1.463800,166,0.47603062,1833.650560,2343,1161,125672,215,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,13,12,2731.32300000,204537.89490000,0.00273132,13.541958,,0.20454722,1240.127061,2751,200,52158,132,,399
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,3.60000000,34635.57296000,0.00000360,0.006120,,0.03463845,68.820925,2564,,267618,1,,42
KARNATAKA,695,TON,5,1,1,21.85000000,262818.13806000,0.00002185,0.134584,,0.26281827,1900.678256,850,854,1563,11,,15
KERALA,694,TON,6,,,,783.55852000,,,,0.00079107,2.570035,444,,3200,,,3
MADHYA PRADESH,20,TON,139,43,32,3519.31700000,10729076.61238000,0.00351963,10.382407,1088,10.73136219,35859.429302,25954,,3025275,1336,,1088
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,62,25,1882.82900000,5888011.52518500,0.00200575,6.582724,1069,9.58884297,21945.869827,23567,18492,1246551,893,,0
NAGALAND,35,TON,19,3,3,1.38000000,1220.19000000,0.00000138,0.008889,,0.00122019,5.375258,182,,184,3,,
ODISHA,384,TON,66,30,30,1124.77900000,2467550.53343000,0.00112484,3.039164,166,2.46766622,6190.571479,10175,,472602,298,,10175
ODISHA,384,NOS,,1,1,34423.00000000,479744827.00000000,0.00344230,0.092566,,47.97448240,118.360518,,,,15,,
PUDUCHERRY,599,TON,2,1,2,6.26700000,54320.39486220,0.00000627,0.018584,,1.74316768,204.466549,235,,13630,8,,0
PUNJAB,602,TON,79,31,29,4115.31700000,4315388.01598000,0.00411659,12.177421,852,4.31599690,13962.796365,4278,12578,217931,983,,0
RAJASTHAN,26,TON,173,111,88,15643.71675000,29946877.96410000,0.01564487,56.678307,6633,29.96805588,123719.004590,87112,27715,1551189,10162,,87112
RAJASTHAN,26,NOS,,2,2,83395.00000000,11747731.00000000,0.00833950,0.170093,,1.17477310,22.612394,,,,25,,
TAMIL NADU,509,NOS,,7,6,45084.00000000,32422034.00000000,0.00450840,0.057352,,3.24220310,34.509130,,,,8,,
TAMIL NADU,509,TON,213,81,80,3900.72354000,3326917.76905580,0.00390267,9.545057,2428,34.18809636,8991.678708,12946,0,472723,3647,,2636
TELANGANA,28,TON,57,25,23,2128.82530000,7631669.04825000,0.00212948,6.523482,248,7.63515726,28597.794871,6384,5242,1823964,1665,,6384
TRIPURA,36,TON,19,,,,67.56300000,,,,0.00006760,0.761776,66,,83,,,3
UTTAR PRADESH,46,TON,162,108,102,4907.09000000,7967698.90760000,0.00490709,11.076475,619,7.96785072,15636.804120,40795,8575,3305561,1352,,32193
UTTARAKHAND,385,TON,20,17,17,1005.22000000,969326.24703000,0.00100524,1.615986,338,0.96942259,1543.151469,6255,2727,92296,364,,6255
WEST BENGAL,569,TON,18,7,5,23.29500000,109859.35560000,0.00002332,0.048585,54,0.10996979,220.788593,5775,125,103069,54,,0
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
