state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,13,15,3062.76634000,8502427.49041000,0.00306617,25.668732,1,8.50761051,56595.667377,3850,2348,1454031,4026,,3850
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3326.95400000,,,,0.00333899,13.441850,999,,5113,,,91
CHANDIGARH,526,TON,1,1,1,377.40500000,754829.15341000,0.00037741,0.823644,58,0.75485377,1539.181401,121,119,7108,58,,1
CHHATTISGARH,100,TON,20,13,12,616.32100000,1226652.64329000,0.00061638,1.581308,236,1.22696102,2559.001802,3643,248,136113,319,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.15455000,,,,0.00032637,1.840810,963,,29,,,
GUJARAT,22,TON,144,50,39,1867.95650000,2716266.24733000,0.00186843,7.088569,,2.71728564,10817.607607,10186,7174,869814,699,,0
HARYANA,32,TON,108,53,32,3715.11100000,33567594.65849000,0.00396179,14.947310,987,33.67130376,108670.621384,17315,30299,2727090,2520,,43
HIMACHAL PRADESH,43,TON,38,10,10,56.54100000,444048.55851000,0.00005660,0.150127,132,0.44482772,1680.960644,2323,1159,125554,130,,0
JAMMU AND KASHMIR,696,TON,17,4,4,34.99800000,166786.12131000,0.00003501,0.093595,,0.16679439,1044.255629,2747,200,51737,28,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,4,5,106.71000000,33408.62496000,0.00010671,0.320402,3,0.03341146,65.758511,2540,,267170,18,,40
KARNATAKA,695,TON,5,2,1,28.30000000,223756.73806000,0.00002830,0.203985,,0.22375687,1648.598368,824,838,1550,7,,15
KERALA,694,TON,6,,,,745.59368000,,,,0.00075306,2.428151,440,,3137,,,3
MADHYA PRADESH,20,TON,139,38,29,3537.19520000,9863489.04297000,0.00353813,11.667067,956,9.86567495,32963.943444,25872,,3025034,1450,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,43,23,1868.83723000,5310879.34106500,0.00186916,7.659931,746,8.47932672,19650.798622,22733,18072,1232965,756,,0
NAGALAND,35,TON,19,3,2,0.60000000,1084.36000000,0.00000060,0.001800,,0.00108436,4.750859,181,,184,2,,
ODISHA,384,NOS,,1,1,2990.00000000,412520154.00000000,0.00029900,0.006341,,41.25201510,107.473096,,,,2,,
ODISHA,384,TON,66,32,32,988.24100000,2014076.28343000,0.00098820,1.705410,194,2.01417912,5103.135519,9921,,427956,251,,9921
PUDUCHERRY,599,TON,2,,,,51196.76186220,,,,1.74004108,188.999487,229,,13623,,,0
PUNJAB,602,TON,79,4,5,525.70000000,4150377.40148000,0.00052570,1.041988,21,4.15097047,13562.726904,3534,10829,217893,53,,0
RAJASTHAN,26,NOS,,,,,10328799.00000000,,,,1.03287990,19.885838,,,,,,
RAJASTHAN,26,TON,173,46,19,2082.07000000,25859286.81309000,0.00208223,7.456144,1592,25.87687491,106702.647933,86080,27249,1544978,1884,,86080
TAMIL NADU,509,NOS,,1,1,122.00000000,26033608.00000000,0.00001220,0.000146,,2.60336050,22.796526,,,,1,,
TAMIL NADU,509,TON,213,11,15,1085.32650000,2744238.96002580,0.00108537,0.913205,106,33.60491258,7210.165165,12000,0,460921,172,,2238
TELANGANA,28,TON,57,20,18,1600.01570000,7249544.89432000,0.00160062,9.476262,133,7.25284514,26851.024362,6340,5150,1823949,2122,,6340
TRIPURA,36,TON,7,1,,,21.78800000,,,,0.00002180,0.484994,27,,64,,,3
UTTAR PRADESH,46,TON,125,93,90,3239.48600000,7298816.84960000,0.00323948,7.298161,528,7.29888879,14051.007141,39859,8573,3305032,1253,,32148
UTTARAKHAND,385,TON,20,15,15,950.20500000,803155.62203000,0.00095031,1.830097,260,0.80324460,1273.851334,6141,2718,92006,389,,6141
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,13,13,91.84500000,90895.07360000,0.00009187,0.129639,112,0.09099379,181.355140,5629,125,94094,104,,0
