state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,18,18,5141.55091000,9478887.37289000,0.00514402,41.564040,,9.48460727,61604.696088,3941,2378,1454265,5489,,3941
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5235,,,93
CHANDIGARH,526,TON,1,1,,,814485.50341000,,,13,0.81451024,1649.502040,121,119,7109,,,1
CHHATTISGARH,100,TON,20,5,3,203.46200000,1510897.36135000,0.00020352,0.417426,77,1.51125584,3181.373448,3760,256,136298,77,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,33,31,629.76150000,3059618.19713000,0.00063017,4.021083,,3.06072212,12212.415313,10289,7190,869901,375,,0
HARYANA,32,TON,108,77,43,40815.83400000,35208536.70754000,0.04081598,137.094489,4261,35.31764329,113651.910928,17809,30870,2727261,13197,,45
HIMACHAL PRADESH,43,TON,38,10,9,49.54262000,477816.61700000,0.00004958,0.240995,75,0.47863968,1846.414399,2346,1161,125674,57,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,14,14,2418.34100000,250791.19090000,0.00241833,15.153860,,0.25080053,1510.944210,2751,201,52160,131,,399
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,5.31000000,34892.28596000,0.00000531,0.009027,,0.03489519,69.528908,2573,,268023,1,,43
KARNATAKA,695,TON,5,,,,264712.13806000,,,,0.26471227,1911.853527,851,854,1576,,,15
KERALA,694,TON,6,,,,791.75860000,,,,0.00079932,2.596285,444,,3211,,,3
MADHYA PRADESH,20,TON,139,21,18,3665.75300000,10796567.79507000,0.00366612,10.283877,588,10.79886011,36055.263080,25963,,3025279,1310,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,58,26,1967.62829000,5945921.52895500,0.00196772,7.799893,743,9.71620331,22146.213066,23572,18496,1246912,894,,0
NAGALAND,35,TON,19,1,1,0.10000000,1237.08000000,0.00000010,0.001505,,0.00123708,5.457400,182,,184,1,,
ODISHA,384,NOS,,1,1,2782.00000000,489409861.00000000,0.00027820,0.009299,,48.94098580,120.059514,,,,3,,
ODISHA,384,TON,66,33,30,764.11200000,2526247.47753000,0.00076417,1.946438,190,2.52636508,6327.911945,10194,,475981,261,,10194
PUDUCHERRY,599,TON,2,,,,54357.96886220,,,,1.74320526,204.592578,236,,13630,,,0
PUNJAB,602,TON,79,21,14,3137.44800000,4386247.83348000,0.00313816,9.077744,564,4.38688073,14183.572132,4434,13193,217935,454,,0
RAJASTHAN,26,NOS,,2,1,33700.00000000,11972013.00000000,0.00337000,0.062500,,1.19720130,23.043117,,,,7,,
RAJASTHAN,26,TON,173,106,66,16218.42950000,30438866.15736000,0.01628427,71.268113,9731,30.46056738,125642.362432,87249,27781,1553305,9408,,87249
TAMIL NADU,509,TON,213,13,13,276.68860000,3367665.38788580,0.00027674,0.259672,107,34.22885423,9096.812606,13036,0,473455,156,,2657
TAMIL NADU,509,NOS,,1,1,8135.00000000,32865876.00000000,0.00081350,0.022579,,3.28658730,35.313999,,,,55,,
TELANGANA,28,TON,57,24,23,2375.49360000,7689789.39802000,0.00237632,6.560021,130,7.69329254,28779.946410,6393,5250,1823964,1663,,6393
TRIPURA,36,TON,19,,,,75.42100000,,,,0.00007546,0.789471,66,,83,,,3
UTTAR PRADESH,46,TON,162,90,83,4178.20000000,8052432.45760000,0.00417820,8.893454,556,8.05258440,15831.469208,40911,8575,3305580,1061,,32188
UTTARAKHAND,385,TON,20,9,7,324.57500000,990290.61603000,0.00032459,0.623888,106,0.99038758,1581.150196,6264,2728,92329,138,,6264
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,10,10,54.79000000,111319.08060000,0.00005484,0.105905,94,0.11143061,224.861100,5779,125,103989,95,,0
