state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,18,7278.44050000,8732678.77517000,0.00728059,43.261383,1,8.73801589,58190.668252,3865,2359,1454137,5436,,3865
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,80,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5188,,,91
CHANDIGARH,526,TON,1,1,1,3812.68000000,770880.57341000,0.00381269,7.567577,60,0.77090527,1572.623157,121,119,7108,574,,1
CHHATTISGARH,100,TON,20,12,12,982.45500000,1265410.08069000,0.00098273,2.563044,382,1.26572635,2663.581422,3671,251,136136,621,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,29,,,
GUJARAT,22,TON,144,49,39,1972.93750000,2866317.31613000,0.00197335,8.700989,,2.86736233,11336.692958,10248,7174,869848,831,,0
HARYANA,32,TON,108,66,36,7492.86300000,33943818.05399000,0.00749321,19.319472,1334,34.04908607,109979.114419,17477,30419,2727234,2631,,44
HIMACHAL PRADESH,43,TON,38,15,14,97.76100000,447900.73492000,0.00009801,0.275057,162,0.44868763,1693.185679,2331,1159,125582,195,,0
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,3,3,27.90000000,167864.84231000,0.00002792,0.089531,,0.16787344,1047.672108,2747,200,51883,20,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34296.90996000,,,,0.03429976,67.970668,2544,,267228,,,40
KARNATAKA,695,TON,5,2,1,559.25000000,234768.18806000,0.00055925,3.608142,,0.23476832,1724.520388,830,838,1556,271,,15
KERALA,694,TON,6,,,,762.67554000,,,,0.00077015,2.489506,440,,3157,,,3
MADHYA PRADESH,20,TON,139,40,32,5738.67750000,10126168.09121000,0.00573919,16.362362,1353,10.12838276,33805.720574,25899,,3025087,1860,,1121
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,62,36,3359.26638000,5491846.88053500,0.00335953,13.614068,867,8.77211449,20450.207177,23113,18254,1236502,1383,,0
NAGALAND,35,TON,19,3,2,0.75000000,1118.46000000,0.00000075,0.002725,,0.00111846,4.892388,181,,184,2,,
ODISHA,384,NOS,,3,3,1016600.00000000,429023092.00000000,0.10166000,0.038828,,42.90230890,109.995414,,,,29,,
ODISHA,384,TON,66,40,40,3995.14000000,2123524.59243000,0.00399526,5.252030,367,2.12362975,5339.097986,9984,,439827,475,,9984
PUDUCHERRY,599,TON,2,2,2,64.58300000,52787.11586220,0.00006459,0.194039,,1.74163278,198.497173,231,,13623,55,,0
PUNJAB,602,TON,79,6,5,430.10000000,4167078.34648000,0.00043010,0.314789,19,4.16767263,13595.845944,3539,10832,217893,32,,0
RAJASTHAN,26,NOS,,1,1,127.00000000,10964063.00000000,0.00001270,0.000619,,1.09640630,21.044898,,,,5,,
RAJASTHAN,26,TON,173,130,111,46529.27071000,27608756.35946000,0.04653152,185.225823,11979,27.62694982,114144.847176,86187,27311,1546417,19143,,86187
TAMIL NADU,509,TON,213,77,78,4146.54770000,2916373.84084580,0.00414880,12.700056,3471,33.77713757,7749.067345,12242,0,463762,4203,,2367
TAMIL NADU,509,NOS,,3,3,4309.00000000,27353237.00000000,0.00043090,0.008704,,2.73532340,25.196104,,,,16,,
TELANGANA,28,TON,57,29,27,6154.11967000,7464251.71858000,0.00615660,18.868457,487,7.46766216,27952.812792,6360,5156,1823955,4102,,6360
TRIPURA,36,TON,19,1,1,2.56000000,31.05300000,0.00000256,0.011316,1,0.00003107,0.518623,54,,67,2,,3
UTTAR PRADESH,46,TON,162,109,94,3573.80000000,7467249.88160000,0.00357381,8.980887,878,7.46740119,14459.934557,40017,8574,3305097,1341,,32157
UTTARAKHAND,385,TON,20,17,17,1154.33500000,855921.72103000,0.00115441,2.170548,296,0.85601492,1366.559091,6164,2718,92107,459,,6164
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,15,16,244.27600000,96711.58760000,0.00024439,0.334097,155,0.09681317,190.783766,5669,125,96588,194,,0
