state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,18,17,2434.95046000,9434090.96028000,0.00243696,13.432992,,9.43978750,61287.437243,3937,2366,1454249,2935,,3937
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5232,,,93
CHANDIGARH,526,TON,1,1,,,812358.58341000,,,15,0.81238332,1645.952829,121,119,7109,,,1
CHHATTISGARH,100,TON,20,15,14,1222.83200000,1505602.54035000,0.00122305,2.539033,420,1.50596014,3168.922440,3757,256,136289,602,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,36,29,1019.97750000,3054543.80233000,0.00102033,5.003064,,3.05564606,12183.776911,10288,7190,869895,527,,0
HARYANA,32,TON,108,84,51,23298.36000000,34838764.74804000,0.02329846,78.013405,4128,34.94782883,112467.491769,17784,30830,2727260,8625,,45
HIMACHAL PRADESH,43,TON,38,13,13,121.48400000,476431.75439000,0.00012163,0.627942,137,0.47725306,1839.622662,2343,1161,125674,163,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,13,13,3016.55500000,221759.25290000,0.00301656,19.711093,,0.22176859,1336.599151,2751,201,52158,155,,399
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,4,3,5.07500000,34855.16096000,0.00000508,0.012205,,0.03485806,69.419872,2566,,267854,3,,42
KARNATAKA,695,TON,5,2,2,38.05000000,263704.38806000,0.00003805,0.242042,,0.26370452,1905.383406,850,854,1563,21,,15
KERALA,694,TON,6,1,1,0.92918000,785.38940000,0.00000093,0.002747,,0.00079291,2.575663,444,,3203,9,,3
MADHYA PRADESH,20,TON,139,51,34,4775.45800000,10757755.45968000,0.00477612,16.261655,2382,10.76004453,35953.166289,25957,,3025275,1871,,1088
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,69,36,4264.35064000,5915346.52211500,0.00426461,12.505685,914,9.64480489,22040.122996,23571,18495,1246782,1423,,0
NAGALAND,35,TON,19,,,,1227.39000000,,,,0.00122739,5.411829,182,,184,,,
ODISHA,384,NOS,,1,2,705981.00000000,482450244.00000000,0.07059810,0.125329,,48.24502410,118.837666,,,,22,,
ODISHA,384,TON,66,45,43,2897.46900000,2481362.74943000,0.00289758,8.144551,363,2.48147895,6226.024184,10178,,473578,561,,10178
PUDUCHERRY,599,TON,2,1,1,4.17800000,54338.52086220,0.00000418,0.014166,,1.74318580,204.532584,235,,13630,9,,0
PUNJAB,602,TON,79,30,26,5465.01500000,4340461.27498000,0.00546666,16.814378,806,4.34107845,14041.801277,4366,13043,217935,1007,,0
RAJASTHAN,26,NOS,,2,2,4181.00000000,11821537.00000000,0.00041810,0.007918,,1.18215370,22.746889,,,,11,,
RAJASTHAN,26,TON,173,129,102,25983.90425000,30118930.97225000,0.02604472,104.050707,14266,30.14030864,124420.396879,87166,27727,1551927,14854,,87166
TAMIL NADU,509,TON,213,89,86,2271.47438000,3350707.48385580,0.00227253,6.878333,1866,34.21189926,9059.285280,12995,0,473097,2551,,2640
TAMIL NADU,509,NOS,,5,5,18004.00000000,32688058.00000000,0.00180040,0.029539,,3.26880550,35.026589,,,,8,,
TELANGANA,28,TON,57,25,21,3375.24730000,7654565.74018000,0.00337591,12.725918,233,7.65806074,28668.946880,6391,5244,1823964,2993,,6391
TRIPURA,36,TON,19,1,1,0.10000000,72.48600000,0.00000010,0.000380,1,0.00007251,0.772750,66,,83,1,,3
UTTAR PRADESH,46,TON,162,111,98,6264.21200000,8000611.32260000,0.00626421,13.952512,573,8.00076317,15712.263799,40822,8575,3305573,1681,,32191
UTTARAKHAND,385,TON,20,18,17,1141.24500000,977011.28203000,0.00114128,2.291597,329,0.97710790,1557.285701,6260,2728,92309,335,,6260
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,13,12,74.45500000,110445.62860000,0.00007448,0.400497,145,0.11055654,222.658395,5776,125,103506,124,,0
