state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,15,17,2986.79763000,9467495.29962000,0.00298910,20.224116,,9.47320890,61513.437113,3940,2378,1454262,3196,,3940
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5234,,,93
CHANDIGARH,526,TON,1,1,,,813889.44341000,,,52,0.81391418,1648.436063,121,119,7109,,,1
CHHATTISGARH,100,TON,20,18,18,1168.95100000,1508897.44235000,0.00116917,2.699442,522,1.50925550,3176.491392,3759,256,136298,639,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,32,28,1377.12500000,3057896.68663000,0.00137756,7.045232,,3.05899989,12199.238927,10289,7190,869901,561,,0
HARYANA,32,TON,108,82,51,40708.25000000,35099310.65104000,0.04070850,132.691932,5780,35.20839697,113292.742577,17804,30861,2727261,13438,,45
HIMACHAL PRADESH,43,TON,38,11,11,74.96411000,477477.87833000,0.00007516,0.379694,139,0.47830060,1844.973325,2346,1161,125674,139,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,14,14,2673.75400000,244702.29790000,0.00267376,15.354533,,0.24471164,1473.835802,2751,201,52159,140,,399
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,3,3,20.79500000,34884.74596000,0.00002080,0.057828,,0.03488765,69.515398,2573,,267985,6,,43
KARNATAKA,695,TON,5,2,1,47.50000000,264174.93806000,0.00004750,0.264880,,0.26417507,1908.086531,851,854,1569,13,,15
KERALA,694,TON,6,1,1,1.33636000,790.72904000,0.00000133,0.003507,,0.00079829,2.593722,444,,3208,11,,3
MADHYA PRADESH,20,TON,139,43,31,4670.13350000,10782185.15467000,0.00467047,14.054493,1652,10.78447620,36018.028521,25961,,3025275,1459,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,67,31,3608.72037000,5934078.60726500,0.00360897,11.472322,773,9.70221339,22110.091505,23572,18496,1246835,1381,,0
NAGALAND,35,TON,19,2,2,0.90000000,1234.66000000,0.00000090,0.006372,,0.00123466,5.442194,182,,184,2,,
ODISHA,384,NOS,,5,4,1090375.00000000,489369468.00000000,0.10903750,0.219365,,48.93694650,119.943068,,,,38,,
ODISHA,384,TON,66,51,50,4385.33600000,2509871.43253000,0.00438548,10.658820,427,2.50998880,6299.770188,10190,,475328,605,,10190
PUDUCHERRY,599,TON,2,1,1,0.27600000,54347.29486220,0.00000027,0.000505,,1.74319458,204.569410,236,,13630,2,,0
PUNJAB,602,TON,79,25,21,2724.94500000,4375927.78098000,0.00272604,6.614410,689,4.37655730,14150.762488,4399,13187,217935,569,,0
RAJASTHAN,26,NOS,,2,2,7341.00000000,11910750.00000000,0.00073410,0.014137,,1.19107500,22.927687,,,,9,,
RAJASTHAN,26,TON,173,124,107,56588.12420000,30340015.05705000,0.05659228,191.730579,13026,30.36158754,125246.975232,87210,27744,1552919,24582,,87210
TAMIL NADU,509,TON,213,89,92,1566.26678000,3362511.50613580,0.00156714,3.673509,1159,34.22370821,9085.079132,13025,0,473375,1597,,2653
TAMIL NADU,509,NOS,,3,2,834.00000000,32777527.00000000,0.00008340,0.001775,,3.27775240,35.210163,,,,2,,
TELANGANA,28,TON,57,20,18,3032.18155000,7682993.95917000,0.00303288,13.200343,115,7.68649535,28758.969017,6393,5249,1823964,2857,,6393
TRIPURA,36,TON,19,1,1,0.27500000,75.05100000,0.00000028,0.001150,3,0.00007508,0.786584,66,,83,2,,3
UTTAR PRADESH,46,TON,162,112,95,5580.62500000,8037760.36460000,0.00558063,12.498687,763,8.03791230,15797.961491,40907,8575,3305580,1508,,32189
UTTARAKHAND,385,TON,20,16,16,1493.18000000,987669.08103000,0.00149323,2.648710,403,0.98776599,1576.398435,6263,2728,92324,505,,6263
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,14,14,114.21500000,111102.11560000,0.00011425,0.273857,173,0.11121350,224.361554,5776,125,103871,179,,0
