state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,21,21,1294.63780000,9556445.77743000,0.00129569,5.025595,,9.56222765,62133.185858,3958,2379,1454269,1469,,3958
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3619.49740000,,,,0.00363154,14.096591,1018,,5262,,,93
CHANDIGARH,526,TON,1,,,,819032.34341000,,,,0.81905708,1656.482122,121,119,7109,,,1
CHHATTISGARH,100,TON,20,9,9,939.32200000,1543425.71435000,0.00093957,2.327076,488,1.54379128,3263.473674,3775,256,136303,574,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,41,32,1526.37490000,3120385.82833000,0.00152661,4.941098,,3.12150003,12422.526998,10290,7190,869919,626,,0
HARYANA,32,TON,108,83,51,31467.91400000,36951353.94204000,0.03146840,102.424010,3582,37.06166456,119593.534257,17897,30973,2727264,9526,,45
HIMACHAL PRADESH,43,TON,38,13,10,199.80056000,480534.84929000,0.00019990,0.845391,137,0.48136180,1857.435104,2347,1161,125678,158,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,8,8,433.34900000,282722.77690000,0.00043336,2.623538,,0.28273229,1697.111773,2752,203,52183,42,,399
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,3,3,39.27800000,35779.15691000,0.00003928,0.082061,2,0.03578209,71.703752,2587,,268463,10,,45
KARNATAKA,695,TON,5,1,1,1.95000000,268203.53806000,0.00000195,0.012103,,0.26820367,1934.492407,852,860,1576,3,,15
KERALA,694,TON,6,1,,,799.12876000,,,,0.00080670,2.620618,448,,3223,,,3
MADHYA PRADESH,20,TON,139,29,21,2769.67420000,10945015.64854000,0.00276981,6.441973,978,10.94731792,36422.534789,25976,,3025281,762,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,46,21,1471.47400000,6042455.61872500,0.00147154,4.587308,815,9.87455482,22440.385173,23581,18510,1247188,719,,0
NAGALAND,35,TON,19,,,,1253.94000000,,,,0.00125394,5.541488,182,,184,,,
ODISHA,384,NOS,,2,2,669846.00000000,500818376.00000000,0.06698460,0.051387,,50.08183730,122.582564,,,,20,,
ODISHA,384,TON,66,49,44,2445.22000000,2607002.39253000,0.00244535,7.602359,354,2.60712301,6536.470817,10263,,479463,433,,10263
PUDUCHERRY,599,TON,2,,,,54422.44586220,,,,1.74326981,204.771279,236,,13630,,,0
PUNJAB,602,TON,79,21,12,1329.98800000,4504715.24448000,0.00133022,3.301434,565,4.50538254,14555.120723,4493,13369,217938,202,,0
RAJASTHAN,26,NOS,,2,1,90.00000000,11972769.00000000,0.00000900,0.000358,,1.19727690,23.046756,,,,4,,
RAJASTHAN,26,TON,173,124,78,11542.04910000,30550171.35028000,0.01163223,49.334082,7092,30.57202894,126096.622096,87350,27832,1553860,6679,,87350
TAMIL NADU,509,TON,213,85,83,2499.09792000,3426670.69032580,0.00249990,5.649676,1240,34.28677811,9239.774734,13128,0,474072,1742,,2689
TAMIL NADU,509,NOS,,5,4,32354.00000000,33443798.00000000,0.00323540,0.037382,,3.34437950,36.291269,,,,7,,
TELANGANA,28,NOS,,,,,2496.00000000,,,,0.00024960,0.468250,,,,,,
TELANGANA,28,TON,57,30,23,3773.34265000,7836704.84959000,0.00377441,11.634519,219,7.84024598,29226.338756,6405,5259,1823964,2371,,6405
TRIPURA,36,TON,19,,,,77.54900000,,,,0.00007761,0.803663,66,,83,,,3
UTTAR PRADESH,46,TON,162,104,84,3821.80800000,8173647.29660000,0.00382181,8.737581,596,8.17379950,16113.778217,40928,8576,3305594,1056,,32189
UTTARAKHAND,385,TON,20,11,9,596.79000000,1017160.65603000,0.00059683,1.013860,140,1.01725835,1627.314413,6273,2728,92343,210,,6273
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,13,13,96.94000000,113970.13960000,0.00009698,0.243852,106,0.11408348,231.250116,5786,125,105446,125,,0
