state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,17,17,2044.66030000,9394832.06369000,0.00204654,9.359543,,9.40050156,61063.136563,3930,2366,1454249,2502,,3930
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,119,,,
BIHAR,33,TON,20,,,,3594.79300000,,,,0.00360684,14.046969,1012,,5228,,,93
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
CHANDIGARH,526,TON,1,1,1,1701.24000000,811284.46841000,0.00170124,3.421141,18,0.81130920,1643.874487,121,119,7109,260,,1
CHHATTISGARH,100,TON,20,15,16,1828.65100000,1489949.43035000,0.00182900,3.705942,475,1.49030378,3135.453333,3753,256,136287,673,,0
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GUJARAT,22,TON,144,25,25,384.10800000,3044570.72613000,0.00038430,2.230545,,3.04566869,12130.098137,10288,7190,869885,289,,0
HARYANA,32,TON,108,88,48,11176.00200000,34595515.41304000,0.01117633,35.371741,3271,34.70457611,111693.194096,17731,30737,2727260,4843,,45
HIMACHAL PRADESH,43,TON,38,7,7,30.65500000,473662.98652000,0.00003068,0.103615,59,0.47448233,1826.442804,2341,1161,125670,63,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,14,14,2655.71600000,193443.86933000,0.00265571,14.168096,,0.19345319,1184.936241,2751,200,52145,131,,399
JHARKHAND,47,TON,19,1,1,8.00000000,34624.63296000,0.00000800,0.015695,,0.03462751,68.795567,2564,,267576,2,,42
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
KARNATAKA,695,TON,5,1,1,2.40000000,262608.13806000,0.00000240,0.015678,,0.26260827,1899.362199,849,854,1563,2,,15
KERALA,694,TON,6,,,,779.14687000,,,,0.00078661,2.552078,444,,3198,,,3
MADHYA PRADESH,20,TON,139,5,6,321.07400000,10715290.04848000,0.00032109,1.139591,105,10.71757451,35812.581368,25949,,3025270,156,,1088
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,34,27,2650.21390000,5872331.45973500,0.00265031,10.082246,955,9.54583231,21896.165529,23566,18490,1246339,891,,0
NAGALAND,35,TON,19,,,,1214.97000000,,,,0.00121497,5.346236,182,,184,,,
ODISHA,384,NOS,,,,,477333059.00000000,,,,47.73330560,118.024332,,,,,,
ODISHA,384,TON,66,17,15,1775.74700000,2457234.62043000,0.00177575,3.896307,48,2.45734982,6165.967374,10169,,471916,126,,10169
PUDUCHERRY,599,TON,2,,,,54295.58086220,,,,1.74314285,204.405798,234,,13630,,,0
PUNJAB,602,TON,79,16,13,2588.23100000,4290458.94798000,0.00258864,8.441091,407,4.29106016,13887.216988,4276,12500,217931,466,,0
RAJASTHAN,26,NOS,,2,1,31100.00000000,11632428.00000000,0.00311000,0.051475,,1.16324280,22.394458,,,,6,,
RAJASTHAN,26,TON,173,104,72,14019.21850000,29820264.56245000,0.01405918,56.841938,7152,29.84106934,123243.585795,87101,27697,1551082,8091,,87101
TAMIL NADU,509,NOS,,1,1,22777.00000000,32290448.00000000,0.00227770,0.064438,,3.22904450,34.268646,,,,122,,
TAMIL NADU,509,TON,213,5,7,95.97400000,3309899.20385580,0.00009612,0.387560,282,34.17106987,8949.972036,12929,0,472494,348,,2633
TELANGANA,28,TON,57,12,15,362.68466000,7628014.61037000,0.00036294,1.106954,81,7.63150157,28586.594283,6380,5241,1823964,379,,6380
TRIPURA,36,TON,19,,,,67.56300000,,,,0.00006760,0.761776,66,,83,,,3
UTTAR PRADESH,46,TON,162,102,96,3705.99500000,7945018.75060000,0.00370600,8.477089,638,7.94517056,15585.455085,40789,8575,3305530,1249,,32193
UTTARAKHAND,385,TON,20,17,17,712.17000000,963863.52803000,0.00071220,1.187055,283,0.96395977,1533.467983,6253,2727,92281,338,,6253
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,10,9,50.58500000,109637.42060000,0.00005061,0.117167,88,0.10974754,220.213567,5775,125,103014,79,,0
