state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,8,7,1663.50800000,9017348.10794000,0.00166440,3.796720,,9.02283406,59374.306007,3879,2363,1454188,892,,3879
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,94,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5201,,,91
CHANDIGARH,526,TON,1,1,1,456.51000000,784442.59841000,0.00045651,0.801916,47,0.78446730,1596.961163,121,119,7108,66,,1
CHHATTISGARH,100,TON,20,1,1,5.32600000,1367610.23935000,0.00000533,0.021087,2,1.36794147,2870.674183,3694,255,136170,2,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,1,,,2951795.80303000,,,,2.95286188,11674.606784,10281,7189,869878,,,0
HARYANA,32,TON,108,25,13,2024.61600000,34187171.67799000,0.00202478,4.187889,313,34.29343650,110604.601610,17557,30457,2727243,1429,,45
HIMACHAL PRADESH,43,TON,38,3,3,14.53705000,451902.45441000,0.00001480,0.058298,129,0.45269946,1709.490661,2331,1159,125586,132,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,,,,169125.62171000,,,,0.16913453,1052.103876,2747,200,51959,,,362
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34356.69896000,,,,0.03435955,68.108526,2545,,267249,,,40
KARNATAKA,695,TON,5,,,,244248.08806000,,,,0.24424822,1786.120506,832,846,1561,,,15
KERALA,694,TON,6,,,,767.24247000,,,,0.00077475,2.508820,443,,3170,,,3
MADHYA PRADESH,20,TON,139,1,1,61.68000000,10378799.97540000,0.00006168,0.124805,16,10.38103897,34600.730785,25926,,3025147,16,,1109
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,7,7,420.52700000,5628073.98465500,0.00707927,1.718439,113,9.05359559,20962.542839,23339,18368,1241038,260,,0
NAGALAND,35,TON,19,,,,1153.59000000,,,,0.00115359,5.059270,181,,184,,,
ODISHA,384,TON,66,6,5,535.01100000,2227750.39043000,0.00053503,1.381810,40,2.22785800,5553.768545,10066,,452766,64,,10066
ODISHA,384,NOS,,2,1,1200.00000000,444450288.00000000,0.00012000,0.008400,,44.44502850,112.067047,,,,1,,
PUDUCHERRY,599,TON,2,,,,53368.60486220,,,,1.74221477,201.074674,231,,13623,,,0
PUNJAB,602,TON,79,,,,4179761.05148000,,,,4.18035534,13613.056564,3543,10832,217895,,,0
RAJASTHAN,26,TON,173,14,7,3499.09000000,28719293.68042000,0.00349909,18.218493,208,28.73855482,118778.897667,86823,27607,1548042,1570,,86823
RAJASTHAN,26,NOS,,,,,11207217.00000000,,,,1.12072170,21.526337,,,,,,
TAMIL NADU,509,NOS,,1,,,28586313.00000000,,,,2.85863100,27.078974,,,,,,
TAMIL NADU,509,TON,213,1,,,3026792.09487580,,,1,33.88762614,8138.138272,12479,0,465795,,,2441
TELANGANA,28,TON,57,3,1,139.44700000,7586847.99334000,0.00013947,0.297541,,7.59030797,28395.084275,6370,5159,1823959,81,,6370
TRIPURA,36,TON,19,,,,46.42500000,,,,0.00004645,0.613650,65,,75,,,3
UTTAR PRADESH,46,TON,162,14,14,721.65000000,7626154.73660000,0.00072165,2.590701,33,7.62630634,14848.867698,40082,8574,3305149,209,,32151
UTTARAKHAND,385,TON,20,3,2,52.60000000,893756.02203000,0.00005260,0.062819,14,0.89385076,1425.194622,6187,2721,92165,32,,6187
WEST BENGAL,569,TON,18,6,5,15.61000000,102122.57360000,0.00001569,0.028216,81,0.10222734,200.824988,5724,125,98669,76,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
