state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,16,15,4324.38614000,9106489.00252000,0.00432638,26.565178,,9.11202127,59726.235831,3885,2364,1454229,2828,,3885
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,97,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1004,,5201,,,93
CHANDIGARH,526,TON,1,,,,788565.33841000,,,,0.78859004,1604.431083,121,119,7108,,,1
CHHATTISGARH,100,TON,20,13,13,1455.82800000,1392923.01035000,0.00145611,3.205103,526,1.39325881,2924.609188,3703,255,136191,745,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,982,,30,,,
GUJARAT,22,TON,144,48,43,1194.90990000,2972311.17263000,0.00119533,6.533216,,2.97338369,11766.935272,10283,7189,869878,651,,0
HARYANA,32,TON,108,57,31,2719.67200000,34260247.48949000,0.00271979,6.715166,972,34.36678449,110765.132462,17575,30488,2727250,2072,,45
HIMACHAL PRADESH,43,TON,38,18,16,256.06913000,454252.71967000,0.00025629,0.936180,331,0.45505518,1719.045831,2331,1159,125639,280,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,4,4,21.58200000,169384.80271000,0.00002159,0.087535,,0.16939387,1053.029520,2747,200,51961,18,,363
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34400.54896000,,,,0.03440341,68.212729,2546,,267288,,,40
KARNATAKA,695,TON,5,2,2,930.10000000,247904.68806000,0.00093010,5.853339,,0.24790482,1809.085561,833,847,1561,433,,15
KERALA,694,TON,6,1,1,0.37386000,770.30194000,0.00000037,0.002247,,0.00077778,2.520518,444,,3174,2,,3
MADHYA PRADESH,20,TON,139,49,43,5338.93705000,10448226.50135000,0.00533968,18.877978,1319,10.45047372,34850.639731,25930,,3025172,2247,,1110
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,74,43,2391.78804000,5673693.41796500,0.01136348,11.594175,1134,9.15953324,21151.620553,23380,18368,1241978,1367,,0
NAGALAND,35,TON,19,,,,1164.59000000,,,,0.00116459,5.106793,181,,184,,,
ODISHA,384,TON,66,30,28,875.87700000,2269346.83843000,0.00087596,2.272641,193,2.26945573,5647.099749,10090,,457619,328,,10090
ODISHA,384,NOS,,2,2,7500.00000000,450453552.00000000,0.00075000,0.024840,,45.04535490,113.024510,,,,3,,
PUDUCHERRY,599,TON,2,1,1,1.74900000,53515.90486220,0.00000176,0.014123,,1.74236230,201.739273,232,,13627,8,,0
PUNJAB,602,TON,79,8,6,430.40000000,4197961.50148000,0.00043040,0.851527,95,4.19855579,13654.852701,3564,10943,217896,53,,0
RAJASTHAN,26,TON,173,60,43,5029.24600000,28956832.75859000,0.00503021,15.781898,959,28.97614558,119717.794084,86902,27622,1548643,3009,,86902
RAJASTHAN,26,NOS,,1,2,1145.00000000,11236630.00000000,0.00011450,0.002723,,1.12366300,21.589644,,,,11,,
TAMIL NADU,509,NOS,,4,5,127572.00000000,29283276.00000000,0.01275720,0.285461,,2.92832730,28.537684,,,,109,,
TAMIL NADU,509,TON,213,110,106,3882.24724000,3070526.23120580,0.00406326,12.912526,3601,33.93156549,8281.354008,12561,0,467392,4648,,2493
TELANGANA,28,TON,57,16,14,834.38803000,7597524.08658000,0.00083472,3.672132,87,7.60099020,28445.326785,6371,5161,1823959,767,,6371
TRIPURA,36,TON,19,,,,55.28400000,,,,0.00005531,0.692438,65,,75,,,3
UTTAR PRADESH,46,TON,162,109,99,3658.62000000,7680320.70460000,0.00365862,8.313029,667,7.68047234,14976.561050,40094,8574,3305159,1283,,32152
UTTARAKHAND,385,TON,20,17,16,724.77000000,906998.63803000,0.00072478,1.113607,305,0.90709363,1445.017588,6201,2721,92185,361,,6201
WEST BENGAL,569,TON,18,16,15,108.14100000,103577.60160000,0.00010818,0.261950,173,0.10368337,203.341742,5738,125,99413,155,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
