state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,16,15,4759.10283000,8756936.25873000,0.00476097,23.366048,,8.76228343,58317.906967,3865,2359,1454152,3702,,3865
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,81,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5189,,,91
CHANDIGARH,526,TON,1,1,,,771258.45341000,,,57,0.77128315,1573.538236,121,119,7108,,,1
CHHATTISGARH,100,TON,20,10,11,983.77800000,1271053.21169000,0.00098389,2.383951,116,1.27137066,2676.577478,3674,253,136137,316,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,43,38,2540.61810000,2877782.75253000,0.00254072,7.464192,,2.87882950,11379.563897,10248,7174,869848,810,,0
HARYANA,32,TON,108,57,31,5983.27600000,33988865.55999000,0.00598351,16.528601,863,34.09413486,110096.713088,17507,30423,2727236,2415,,44
HIMACHAL PRADESH,43,TON,38,13,12,101.28200000,448189.24172000,0.00010149,0.292337,164,0.44897668,1694.069132,2331,1159,125582,153,,0
JAMMU AND KASHMIR,696,TON,17,4,4,46.63600000,167996.93131000,0.00004664,0.196065,,0.16800557,1048.113488,2747,200,51917,26,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,1.10000000,34312.85996000,0.00000110,0.006765,,0.03431571,68.001303,2544,,267228,1,,40
KARNATAKA,695,TON,5,,,,235585.03806000,,,,0.23558517,1729.857244,830,838,1556,,,15
KERALA,694,TON,6,1,1,0.70100000,763.37654000,0.00000072,0.003386,,0.00077087,2.492893,440,,3157,14,,3
MADHYA PRADESH,20,TON,139,11,12,1813.11400000,10144746.70881000,0.00181329,5.105442,208,10.14696287,33860.337301,25899,,3025087,500,,1121
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,30,12,874.50466000,5508335.21690500,0.00356939,4.878403,125,8.80265809,20506.970827,23151,18305,1237250,395,,0
NAGALAND,35,TON,19,1,,,1121.74000000,,,,0.00112174,4.904228,181,,184,,,
ODISHA,384,NOS,,2,3,10200.00000000,431253699.00000000,0.00102000,0.026680,,43.12536960,110.223354,,,,4,,
ODISHA,384,TON,66,48,49,4277.00800000,2143516.05743000,0.00427713,7.376506,390,2.14362174,5373.384416,10010,,441338,591,,10010
PUDUCHERRY,599,TON,2,1,1,33.15700000,52865.54986220,0.00003320,0.189654,,1.74171128,198.924454,231,,13623,45,,0
PUNJAB,602,TON,79,8,6,666.10000000,4167861.29648000,0.00066610,0.480103,32,4.16845558,13596.415194,3539,10832,217893,179,,0
RAJASTHAN,26,NOS,,,1,61560.00000000,11032454.00000000,0.00615600,0.111255,,1.10324540,21.167248,,,,12,,
RAJASTHAN,26,TON,173,104,93,45762.41250000,27783531.95536000,0.04576631,176.927671,5370,27.80181644,114873.292935,86253,27324,1546499,20536,,86253
TAMIL NADU,509,NOS,,2,2,5475.00000000,27463477.00000000,0.00054750,0.010950,,2.74634740,25.373182,,,,2,,
TAMIL NADU,509,TON,213,69,71,3857.64889000,2928856.74349580,0.00385980,13.338596,3121,33.78962730,7792.408527,12263,0,463915,4922,,2367
TELANGANA,28,TON,57,25,21,4814.40140000,7487684.24146000,0.00481633,12.964992,416,7.49110317,28022.008362,6361,5156,1823955,3269,,6361
TRIPURA,36,TON,19,1,1,1.48000000,32.53300000,0.00000148,0.005180,1,0.00003255,0.523803,54,,67,1,,3
UTTAR PRADESH,46,TON,162,89,80,3712.11000000,7485892.22960000,0.00371211,9.758203,625,7.48604354,14506.240268,40024,8574,3305100,1196,,32157
UTTARAKHAND,385,TON,20,12,11,1424.23000000,860808.02603000,0.00142424,2.498815,195,0.86090141,1374.979112,6169,2718,92121,221,,6169
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,16,15,170.05500000,97255.88960000,0.00017010,0.361188,170,0.09735774,191.819002,5669,125,96764,178,,0
