state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,16,15,5838.48093000,9128912.56989000,0.00584129,30.199210,,9.13445633,59822.445716,3885,2364,1454229,3555,,3885
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,97,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1004,,5202,,,93
CHANDIGARH,526,TON,1,,,,790268.12341000,,,,0.79029283,1607.061119,121,119,7108,,,1
CHHATTISGARH,100,TON,20,14,13,765.30400000,1398062.39635000,0.00076548,1.641841,271,1.39839898,2935.549004,3703,255,136197,336,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,982,,30,,,
GUJARAT,22,TON,144,41,36,797.25840000,2975857.48043000,0.00079757,4.639529,,2.97693145,11786.856970,10283,7189,869878,520,,0
HARYANA,32,TON,108,51,31,4079.92000000,34277251.28499000,0.00408030,8.210039,694,34.38389611,110802.910756,17579,30494,2727250,3660,,45
HIMACHAL PRADESH,43,TON,38,17,16,299.64427000,455230.48802000,0.00030011,1.290813,328,0.45603455,1723.561144,2331,1159,125660,366,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,4,4,17.68500000,169443.93871000,0.00001769,0.094870,,0.16945303,1053.286685,2747,200,51962,16,,363
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34404.69896000,,,,0.03440756,68.222689,2547,,267290,,,40
KARNATAKA,695,TON,5,2,2,250.25000000,249001.28806000,0.00025025,1.590032,,0.24900142,1815.987764,836,847,1561,105,,15
KERALA,694,TON,6,,,,770.30194000,,,,0.00077778,2.520518,444,,3177,,,3
MADHYA PRADESH,20,TON,139,46,33,3600.39260000,10468150.76045000,0.00360089,12.828334,1181,10.47040089,34924.458131,25930,,3025183,1754,,1110
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,64,22,2002.67028000,5687565.82345500,0.00200322,9.726245,865,9.18436021,21203.626979,23400,18370,1242151,1642,,0
NAGALAND,35,TON,19,5,3,1.20000000,1167.24000000,0.00000120,0.003909,,0.00116724,5.117547,181,,184,3,,
ODISHA,384,TON,66,42,40,2350.79300000,2276296.15643000,0.00235088,6.583075,332,2.27640541,5665.171849,10092,,458435,502,,10092
ODISHA,384,NOS,,2,2,9546.00000000,450488125.00000000,0.00095460,0.018870,,45.04881220,113.095770,,,,8,,
PUDUCHERRY,599,TON,2,1,2,25.26200000,53551.41986220,0.00002535,0.168369,,1.74239793,201.957826,233,,13628,110,,0
PUNJAB,602,TON,79,10,9,1592.95000000,4203703.80148000,0.00159295,4.004353,221,4.20429809,13669.868319,3595,11048,217896,314,,0
RAJASTHAN,26,TON,173,125,89,12008.30200000,28987148.38295000,0.01201006,44.167915,4815,29.00646560,119831.561314,86933,27626,1549027,8126,,86933
RAJASTHAN,26,NOS,,2,2,6045.00000000,11243906.00000000,0.00060450,0.010109,,1.12439060,21.602382,,,,10,,
TAMIL NADU,509,NOS,,3,2,21250.00000000,29440445.00000000,0.00212500,0.015000,,2.94404420,28.866822,,,,2,,
TAMIL NADU,509,TON,213,80,83,4519.53832000,3082459.43431580,0.00452203,11.699926,3578,33.94350554,8316.288141,12572,0,467763,4669,,2503
TELANGANA,28,TON,57,16,15,389.04265000,7599148.36985000,0.00038934,1.767852,89,7.60261547,28454.923154,6373,5161,1823959,457,,6373
TRIPURA,36,TON,19,,,,55.64400000,,,,0.00005567,0.694238,65,,75,,,3
UTTAR PRADESH,46,TON,162,111,105,3388.71300000,7695778.58460000,0.00338871,8.073827,699,7.69593024,15012.470886,40157,8574,3305164,1355,,32163
UTTARAKHAND,385,TON,20,15,15,849.57100000,910250.43903000,0.00084959,1.103655,285,0.91034552,1449.529853,6201,2721,92189,376,,6201
WEST BENGAL,569,TON,18,15,14,114.70700000,103950.08360000,0.00011477,0.299212,162,0.10405618,204.287443,5739,125,99557,157,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
