state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,19,3309.12332000,8456710.45506000,0.00331271,25.707633,1,8.46185507,56201.977802,3848,2348,1453953,4574,,3848
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3325.50400000,,,,0.00333754,13.436125,999,,5100,,,91
CHANDIGARH,526,TON,1,,,,749604.04841000,,,,0.74962860,1527.208189,121,119,7108,,,1
CHHATTISGARH,100,TON,20,9,8,172.93800000,1220478.83329000,0.00017296,0.421320,74,1.22078632,2543.542282,3639,248,136096,84,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.08725000,,,,0.00032631,1.839167,962,,29,,,
GUJARAT,22,TON,144,48,40,1397.89700000,2700442.15733000,0.00139808,5.283973,,2.70145734,10752.384678,10181,7174,869814,603,,0
HARYANA,32,TON,108,73,40,8157.55500000,33494852.36519000,0.00815795,27.040806,1920,33.59818513,108411.711328,17307,30291,2727071,4389,,42
HIMACHAL PRADESH,43,TON,38,14,13,121.64500000,443296.20725000,0.00012192,0.335133,281,0.44407376,1678.934480,2322,1159,125546,286,,0
JAMMU AND KASHMIR,696,TON,17,4,4,13.04000000,166454.73731000,0.00001304,0.069780,,0.16646287,1043.345197,2744,200,51727,19,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,2,33.35000000,32845.95996000,0.00003335,0.108405,,0.03284872,64.200641,2538,,267157,10,,40
KARNATAKA,695,TON,5,2,2,352.20000000,221960.58806000,0.00035220,2.546807,,0.22196072,1635.577568,821,838,1549,139,,15
KERALA,694,TON,6,1,1,0.91400000,742.72875000,0.00000093,0.004033,,0.00075017,2.417863,440,,3134,9,,3
MADHYA PRADESH,20,TON,139,57,42,4484.40060000,9817218.51165000,0.00448510,18.489351,1802,9.81939613,32797.334279,25864,,3025026,2246,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,75,52,4529.85412000,5272281.16987500,0.00664523,19.673686,1398,8.42067206,19484.664408,22721,18070,1232923,2996,,0
NAGALAND,35,TON,19,4,4,1.27000000,1080.88000000,0.00000127,0.005845,,0.00108088,4.736137,181,,184,4,,
ODISHA,384,NOS,,2,1,131739.00000000,406154266.00000000,0.01317390,0.109643,,40.61542630,106.638569,,,,12,,
ODISHA,384,TON,66,44,41,2089.46500000,1978305.58693000,0.00208959,6.199259,455,1.97840796,5023.741643,9906,,425298,494,,9906
PUDUCHERRY,599,TON,2,1,1,12.58700000,50993.95586220,0.00001258,0.076417,5,1.73983806,188.045344,229,,13623,35,,0
PUNJAB,602,TON,79,15,9,453.93000000,4146489.16048000,0.00045400,1.355139,190,4.14708202,13554.001764,3531,10828,217893,132,,0
RAJASTHAN,26,NOS,,1,3,22219.00000000,10019463.00000000,0.00222190,0.030162,,1.00194630,19.353293,,,,30,,
RAJASTHAN,26,TON,166,123,100,15988.23570000,25752663.08074000,0.01599003,71.977833,7813,25.77023856,106299.474450,86042,27212,1544628,9543,,86042
TAMIL NADU,509,NOS,,3,2,10400.00000000,25751325.00000000,0.00104000,0.006580,,2.57513220,22.370873,,,,3,,
TAMIL NADU,509,TON,213,81,74,5378.43707000,2708623.29929580,0.00538170,17.275015,3502,33.56927507,7098.007376,11957,0,460314,6557,,2224
TELANGANA,28,TON,57,29,27,3787.38693000,7218048.30990000,0.00378895,23.677218,382,7.22132783,26616.778581,6337,5150,1823949,4107,,6337
TRIPURA,36,TON,7,,,,14.56800000,,,,0.00001458,0.224056,27,,55,,,3
UTTAR PRADESH,46,TON,125,109,105,4575.15000000,7257578.84260000,0.00457515,8.703086,812,7.25765076,13964.968048,39849,8574,3305017,1574,,32148
UTTARAKHAND,385,TON,20,17,17,2008.24900000,781508.90203000,0.00200841,3.572821,475,0.78157923,1241.454816,6121,2718,91946,604,,6121
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,14,14,175.04500000,89552.74360000,0.00017508,0.174386,162,0.08965090,179.547584,5615,125,93458,164,,0
