state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,18,17,4976.36902000,8854269.47684000,0.00497888,15.973193,,8.85967132,58711.098766,3869,2363,1454153,3228,,3869
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,84,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5191,,,91
CHANDIGARH,526,TON,1,1,1,905.23000000,777299.91841000,0.00090523,1.438371,75,0.77732462,1584.873037,121,119,7108,137,,1
CHHATTISGARH,100,TON,20,17,17,4041.63700000,1314288.98055000,0.00404193,7.833032,950,1.31461256,2764.624716,3685,254,136143,1315,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,49,43,2673.87600000,2913490.15553000,0.00267455,9.567942,,2.91454578,11526.906098,10262,7189,869852,1059,,0
HARYANA,32,TON,108,51,28,4109.39500000,34098468.84699000,0.00410963,14.162280,956,34.20374289,110374.585462,17542,30439,2727243,2519,,44
HIMACHAL PRADESH,43,TON,38,16,17,176.23400000,449740.42669000,0.00017645,0.655751,215,0.45053241,1699.540671,2331,1159,125583,271,,0
JAMMU AND KASHMIR,696,TON,17,4,4,32.62000000,168566.30031000,0.00003261,0.102852,,0.16857505,1050.130794,2747,200,51959,22,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34323.12396000,,,,0.03432597,68.032340,2544,,267244,,,40
KARNATAKA,695,TON,5,2,2,383.55000000,239553.38806000,0.00038355,2.551597,,0.23955352,1756.155114,831,838,1557,184,,15
KERALA,694,TON,6,1,1,0.73721000,765.92547000,0.00000074,0.004341,,0.00077342,2.503218,442,,3163,4,,3
MADHYA PRADESH,20,TON,139,67,48,9216.47000000,10248565.20260000,0.00921725,28.554260,1757,10.25079152,34175.942290,25905,,3025120,2636,,1108
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,61,27,3714.13487000,5560088.83344500,0.00643686,13.294225,886,8.90272369,20709.225212,23262,18337,1239792,1403,,0
NAGALAND,35,TON,19,4,3,1.34000000,1138.37000000,0.00000134,0.005957,,0.00113837,4.987982,181,,184,3,,
ODISHA,384,NOS,,4,2,9642.00000000,436170835.00000000,0.00096420,0.017392,,43.61708320,110.881566,,,,6,,
ODISHA,384,TON,66,43,42,3092.65900000,2175056.87643000,0.00309271,6.972740,349,2.17516339,5439.254955,10034,,447141,503,,10034
PUDUCHERRY,599,TON,2,1,1,13.61400000,53124.04686220,0.00001365,0.055299,,1.74197008,200.199070,231,,13623,29,,0
PUNJAB,602,TON,79,7,3,48.75000000,4170106.14648000,0.00004875,0.035283,18,4.17070043,13598.104362,3539,10832,217895,11,,0
RAJASTHAN,26,NOS,,1,2,1697.00000000,11125179.00000000,0.00016970,0.000628,,1.11251790,21.349177,,,,6,,
RAJASTHAN,26,TON,173,128,103,29468.37627000,28214542.30663000,0.02953054,120.989164,9526,28.23326706,116677.454729,86572,27469,1547008,15227,,86572
TAMIL NADU,509,NOS,,3,2,4110.00000000,27943458.00000000,0.00041100,0.004110,,2.79434550,26.048397,,,,2,,
TAMIL NADU,509,TON,213,84,80,2337.30101000,2975642.92288580,0.00233922,10.667488,2626,33.83644346,7961.244704,12353,0,464718,3784,,2408
TELANGANA,28,TON,57,24,22,2722.52238000,7548140.52278000,0.00272395,10.487671,236,7.55158360,28218.979859,6369,5156,1823957,3110,,6369
TRIPURA,36,TON,19,1,1,1.80000000,41.32000000,0.00000180,0.004680,2,0.00004134,0.576531,62,,72,1,,3
UTTAR PRADESH,46,TON,162,98,92,3823.53200000,7551830.87960000,0.00382354,8.774826,734,7.55198231,14667.378738,40045,8574,3305137,1385,,32153
UTTARAKHAND,385,TON,20,18,18,911.09000000,876758.55803000,0.00091111,1.377438,276,0.87685282,1400.240382,6178,2719,92138,430,,6178
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,16,16,138.77700000,99491.89660000,0.00013888,0.236707,180,0.09959509,195.606742,5683,125,97634,191,,0
