state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,13,11,3410.10986000,8695836.69522000,0.00341234,19.044013,,8.70115786,57963.698977,3863,2359,1454097,2620,,3863
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,80,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1000,,5188,,,91
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
CHANDIGARH,526,TON,1,,,,766911.35841000,,,,0.76693603,1564.649333,121,119,7108,,,1
CHHATTISGARH,100,TON,20,1,1,33.30000000,1260051.36669000,0.00003330,0.115160,,1.26036653,2648.659309,3667,250,136131,28,,0
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,29,,,
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GUJARAT,22,TON,144,39,31,2453.19700000,2848919.25663000,0.00245392,10.943257,,2.84996065,11269.930086,10244,7174,869835,1041,,0
HARYANA,32,TON,108,75,38,13083.35100000,33865017.11599000,0.01308393,34.423406,2063,33.97028248,109767.858190,17415,30392,2727211,3910,,43
HIMACHAL PRADESH,43,TON,38,,,,447365.72791000,,,,0.44815171,1691.623536,2331,1159,125581,,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,3,3,27.46400000,167739.47431000,0.00002748,0.073483,,0.16774801,1047.294485,2747,200,51830,22,,362
JHARKHAND,47,TON,19,,,,34296.00996000,,,,0.03429886,67.967833,2544,,267227,,,40
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
KARNATAKA,695,TON,5,,,,232430.83806000,,,,0.23243097,1708.983355,828,838,1556,,,15
KERALA,694,TON,6,,,,762.67554000,,,,0.00077015,2.489506,440,,3157,,,3
MADHYA PRADESH,20,TON,139,6,9,1184.42600000,10083848.23651000,0.00118452,4.294792,498,10.08605961,33674.836083,25897,,3025067,330,,1113
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,21,12,1538.37200000,5469296.28469500,0.00601918,4.832297,302,8.73380703,20350.796417,23048,18206,1235313,695,,0
NAGALAND,35,TON,19,1,1,0.30000000,1112.98000000,0.00000030,0.001350,,0.00111298,4.873689,181,,184,1,,
ODISHA,384,NOS,,,,,427887473.00000000,,,,42.78874700,109.833088,,,,,,
ODISHA,384,TON,66,13,12,244.99000000,2104033.25743000,0.00024501,0.414532,59,2.10413783,5302.891459,9970,,437034,52,,9970
PUDUCHERRY,599,TON,2,,,,52515.68186220,,,,1.74136122,197.084422,230,,13623,,,0
PUNJAB,602,TON,79,4,1,9.15000000,4165890.13648000,0.00000915,0.007379,21,4.16648441,13595.064941,3537,10832,217893,7,,0
RAJASTHAN,26,NOS,,1,2,14566.00000000,10912367.00000000,0.00145660,0.022038,,1.09123670,20.945177,,,,6,,
RAJASTHAN,26,TON,173,107,84,57963.61750000,27302829.56505000,0.05796705,244.547233,14211,27.32049016,112917.852486,86171,27303,1546253,21316,,86171
TAMIL NADU,509,NOS,,1,1,215.00000000,27261206.00000000,0.00002150,0.000498,,2.72612030,25.058321,,,,2,,
TAMIL NADU,509,TON,213,11,10,108.52210000,2892244.95485580,0.00010852,0.556509,374,33.75299432,7665.296399,12202,0,463446,248,,2339
TELANGANA,28,TON,57,2,6,772.10300000,7425178.61475000,0.00077271,7.132932,,7.42857584,27820.182602,6357,5153,1823954,1274,,6357
TRIPURA,36,TON,19,,,,26.61300000,,,,0.00002663,0.500035,54,,67,,,3
UTTAR PRADESH,46,TON,162,22,20,2338.61900000,7439557.46960000,0.00233862,6.190748,,7.43970874,14391.889315,40017,8574,3305094,468,,32153
UTTARAKHAND,385,TON,20,11,9,478.12000000,849880.13303000,0.00047818,0.815878,139,0.84997285,1355.505387,6163,2718,92092,170,,6163
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,10,10,136.77000000,95810.45160000,0.00013680,0.196648,146,0.09591156,189.397397,5669,125,96292,147,,0
