state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,20,3719.69556000,8708137.08984000,0.00372159,20.888754,,8.71346473,58044.189010,3864,2359,1454097,3579,,3864
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,80,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5188,,,91
CHANDIGARH,526,TON,1,,,,766913.84841000,,,,0.76693852,1564.660661,121,119,7108,,,1
CHHATTISGARH,100,TON,20,12,11,559.87900000,1261767.57469000,0.00056006,1.726113,295,1.26208305,2653.725905,3669,250,136131,474,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,29,,,
GUJARAT,22,TON,144,51,43,2269.18500000,2854322.24913000,0.00226977,9.254534,,2.85536489,11290.228695,10247,7174,869840,953,,0
HARYANA,32,TON,108,68,39,18059.63500000,33902867.22799000,0.01805996,48.852695,1988,34.00813333,109868.009971,17447,30400,2727217,4633,,43
HIMACHAL PRADESH,43,TON,38,13,11,76.21580000,447534.89671000,0.00007630,0.256469,137,0.44832106,1692.164262,2331,1159,125581,106,,0
JAMMU AND KASHMIR,696,TON,17,2,2,9.17500000,167775.09731000,0.00000918,0.033555,,0.16778365,1047.394902,2747,200,51847,14,,362
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,0.90000000,34296.90996000,0.00000090,0.002835,,0.03429976,67.970668,2544,,267228,1,,40
KARNATAKA,695,TON,5,2,2,400.85000000,233507.63806000,0.00040085,2.662784,,0.23350777,1716.271358,830,838,1556,153,,15
KERALA,694,TON,6,,,,762.67554000,,,,0.00077015,2.489506,440,,3157,,,3
MADHYA PRADESH,20,TON,139,47,35,6519.23010000,10097326.19171000,0.00651982,20.116182,1637,10.09953869,33716.516673,25897,,3025085,1933,,1123
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,65,42,3649.56003000,5476374.53293500,0.00693684,15.149979,790,8.74956820,20381.256074,23071,18220,1235678,1549,,0
NAGALAND,35,TON,19,1,1,0.36000000,1113.84000000,0.00000036,0.001332,,0.00111384,4.877421,181,,184,1,,
ODISHA,384,NOS,,5,4,11919.00000000,427909592.00000000,0.00119190,0.023468,,42.79095890,109.877776,,,,7,,
ODISHA,384,TON,66,52,49,1878.14700000,2109396.36343000,0.00187822,3.451393,465,2.10950115,5312.680445,9975,,438016,506,,9975
PUDUCHERRY,599,TON,2,1,1,55.28000000,52570.96186220,0.00005532,0.305893,,1.74141654,197.390315,230,,13623,128,,0
PUNJAB,602,TON,79,8,3,96.60000000,4166148.38648000,0.00009660,0.047756,35,4.16674266,13595.252718,3537,10832,217893,17,,0
RAJASTHAN,26,NOS,,2,2,11725.00000000,10928201.00000000,0.00117250,0.025364,,1.09282010,20.977057,,,,10,,
RAJASTHAN,26,TON,173,128,107,46114.90560000,27411491.00315000,0.04629684,198.218749,13054,27.42933681,113358.497428,86171,27304,1546284,20719,,86171
TAMIL NADU,509,NOS,,3,2,32704.00000000,27348814.00000000,0.00327040,0.047467,,2.73488110,25.163306,,,,26,,
TAMIL NADU,509,TON,213,82,81,6301.35793000,2898754.09379580,0.00630539,20.969831,4429,33.75950763,7688.177186,12210,0,463532,7449,,2347
TELANGANA,28,TON,57,30,24,7122.93550000,7438954.22655000,0.00712507,19.828546,609,7.44235583,27860.011611,6358,5153,1823954,3798,,6358
TRIPURA,36,TON,19,,,,26.61300000,,,,0.00002663,0.500035,54,,67,,,3
UTTAR PRADESH,46,TON,162,111,99,4600.03700000,7450878.41160000,0.00460005,10.576748,777,7.45102971,14420.115639,40017,8574,3305094,1420,,32153
UTTARAKHAND,385,TON,20,16,16,1135.97000000,851945.38803000,0.00113605,2.122549,314,0.85203827,1359.295042,6164,2718,92095,426,,6164
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,15,15,160.39000000,96067.91660000,0.00016046,0.269826,162,0.09616921,189.820081,5669,125,96400,169,,0
