state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,17,17,3477.20878000,8507525.16369000,0.00348045,25.505827,,8.51271385,56637.644522,3850,2348,1454031,5052,,3850
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,TON,20,1,1,0.45000000,3327.40400000,0.00000045,0.002475,,0.00333944,13.444325,999,,5115,1,,91
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
CHANDIGARH,526,TON,1,,,,754873.18341000,,,,0.75489780,1539.474203,121,119,7108,,,1
CHHATTISGARH,100,TON,20,16,16,839.52900000,1227488.60229000,0.00083970,2.214839,333,1.22779715,2561.207155,3643,248,136113,445,,0
GOA,34,TON,7,,,,326.15455000,,,,0.00032637,1.840810,963,,29,,,
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GUJARAT,22,TON,144,54,47,3192.98550000,2719459.23283000,0.00319380,12.846718,,2.72047944,10830.454325,10186,7174,869814,1106,,0
HARYANA,32,TON,108,71,37,5737.61700000,33575315.82549000,0.00583102,17.691788,1446,33.67911835,108695.589339,17316,30300,2727090,3597,,43
HIMACHAL PRADESH,43,TON,38,12,12,83.22200000,444133.10551000,0.00008345,0.254496,227,0.44491255,1681.216340,2323,1159,125554,240,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,3,3,11.57000000,166797.69131000,0.00001157,0.046537,,0.16680596,1044.302166,2747,200,51737,18,,362
JHARKHAND,47,TON,19,2,2,30.64000000,33451.18496000,0.00003064,0.091100,,0.03345402,65.908279,2540,,267170,6,,40
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
KARNATAKA,695,TON,5,2,2,508.35000000,224265.08806000,0.00050835,3.652975,,0.22426522,1652.251343,824,838,1550,236,,15
KERALA,694,TON,6,1,1,1.78188000,747.37556000,0.00000176,0.006891,,0.00075482,2.435042,440,,3137,16,,3
MADHYA PRADESH,20,TON,139,58,43,5807.32150000,9869829.26447000,0.00580817,21.346312,1733,9.87201602,32987.603815,25872,,3025037,2015,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,66,36,3938.75586000,5315631.44492500,0.00700808,19.096399,1452,8.48871834,19673.022954,22734,18072,1232973,1962,,0
NAGALAND,35,TON,19,6,5,1.63000000,1085.99000000,0.00000163,0.007359,,0.00108599,4.758218,181,,184,5,,
ODISHA,384,NOS,,2,1,18571.00000000,412538725.00000000,0.00185710,0.033205,,41.25387220,107.506301,,,,9,,
ODISHA,384,TON,66,47,47,1937.84400000,2016082.84743000,0.00193800,5.342475,350,2.01618584,5108.567264,9928,,428098,459,,9928
PUDUCHERRY,599,TON,2,1,1,58.17000000,51254.93186220,0.00005824,0.330987,12,1.74009932,189.330474,229,,13623,95,,0
PUNJAB,602,TON,79,12,6,273.32000000,4150650.72148000,0.00027332,0.371466,93,4.15124379,13563.098370,3534,10829,217893,56,,0
RAJASTHAN,26,NOS,,2,1,106.00000000,10328905.00000000,0.00001060,0.000453,,1.03289050,19.886291,,,,7,,
RAJASTHAN,26,TON,173,131,99,11037.61660000,25870475.06884000,0.01103860,52.750738,9593,25.88806423,106756.091533,86081,27250,1545008,7512,,86081
TAMIL NADU,509,NOS,,4,4,70749.00000000,26104357.00000000,0.00707490,0.095443,,2.61043540,22.891968,,,,44,,
TAMIL NADU,509,TON,213,75,70,6467.94452000,2752604.45229580,0.00647127,16.916040,3401,33.61328141,7227.934437,12005,0,460994,6156,,2242
TELANGANA,28,TON,57,29,24,2289.70022000,7252800.67154000,0.00229098,12.995414,284,7.25610312,26870.293761,6341,5150,1823949,2949,,6341
TRIPURA,36,TON,7,,,,21.78800000,,,,0.00002180,0.484994,27,,64,,,3
UTTAR PRADESH,46,TON,125,104,99,3456.42000000,7303410.75960000,0.00353563,7.219268,726,7.30356191,14062.121824,39860,8573,3305032,1336,,32147
UTTARAKHAND,385,TON,20,17,16,1789.22200000,805530.10003000,0.00178933,2.720961,384,0.80561921,1277.352714,6142,2718,92008,484,,6142
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,15,15,126.25500000,91040.56360000,0.00012630,0.195260,166,0.09113935,181.575558,5629,125,94213,164,,0
