state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,17,4265.26856000,8775525.50678000,0.00426748,14.605280,,8.78088190,58378.352441,3866,2360,1454152,3323,,3866
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,81,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5189,,,91
CHANDIGARH,526,TON,1,,,,771258.45341000,,,,0.77128315,1573.538236,121,119,7108,,,1
CHHATTISGARH,100,TON,20,10,11,2533.19600000,1278043.36055000,0.00253362,5.207455,498,1.27836197,2691.407430,3675,254,136137,994,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GUJARAT,22,TON,144,53,41,2144.97700000,2887846.48953000,0.00214557,8.914463,,2.88889551,11418.356568,10251,7179,869849,900,,0
HARYANA,32,TON,108,58,35,9326.26050000,34024534.05549000,0.00932647,25.171922,1214,34.12980483,110186.673570,17522,30430,2727239,3243,,44
HIMACHAL PRADESH,43,TON,38,13,12,93.53720000,448545.23524000,0.00009379,0.216664,230,0.44933384,1695.354505,2331,1159,125583,230,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,3,3,27.74500000,168143.36831000,0.00002775,0.152920,,0.16815207,1048.699958,2747,200,51922,17,,362
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34312.85996000,,,,0.03431571,68.001303,2544,,267228,,,40
KARNATAKA,695,TON,5,2,2,355.30000000,236544.78806000,0.00035530,2.325184,,0.23654492,1736.113426,830,838,1556,153,,15
KERALA,694,TON,6,,,,763.37654000,,,,0.00077087,2.492893,440,,3159,,,3
MADHYA PRADESH,20,TON,139,46,33,4123.79500000,10165421.84031000,0.00412423,12.611077,1312,10.16763975,33919.370232,25899,,3025087,1235,,1121
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,65,35,2171.54501000,5516191.38466500,0.00274209,8.876112,790,8.81867667,20541.467127,23184,18324,1237844,1006,,0
NAGALAND,35,TON,19,6,5,1.80000000,1125.58000000,0.00000180,0.007270,,0.00112558,4.920173,181,,184,5,,
ODISHA,384,TON,66,46,45,2154.08400000,2149087.27943000,0.00215410,4.579923,323,2.14919313,5384.330333,10014,,442785,431,,10014
ODISHA,384,NOS,,2,2,2070.00000000,432094541.00000000,0.00020700,0.007456,,43.20945380,110.277886,,,,2,,
PUDUCHERRY,599,TON,2,1,2,15.59700000,52919.39186220,0.00001560,0.066404,,1.74176512,199.185923,231,,13623,37,,0
PUNJAB,602,TON,79,8,5,169.60000000,4168153.99648000,0.00016960,0.092848,43,4.16874828,13596.590298,3539,10832,217893,29,,0
RAJASTHAN,26,TON,173,129,111,23852.41869000,27881299.96652000,0.02385409,110.732772,8357,27.89959229,115310.872680,86375,27371,1546555,11777,,86375
RAJASTHAN,26,NOS,,1,1,203.00000000,11033100.00000000,0.00002030,0.001008,,1.10331000,21.170393,,,,13,,
TAMIL NADU,509,NOS,,3,3,56153.00000000,27570505.00000000,0.00561530,0.077721,,2.75705020,25.531715,,,,41,,
TAMIL NADU,509,TON,213,66,64,3648.78085000,2937064.47662580,0.00365099,11.323362,2248,33.79784039,7820.610165,12271,0,464033,4262,,2377
TELANGANA,28,TON,57,27,22,5195.04389000,7501809.25299000,0.00519730,15.653624,415,7.50523416,28064.465563,6361,5156,1823955,4019,,6361
TRIPURA,36,TON,19,2,1,0.00400000,34.81700000,0.00000000,0.000018,2,0.00003483,0.532029,55,,70,1,,3
UTTAR PRADESH,46,TON,162,107,97,4218.50000000,7503673.40560000,0.00421851,9.717421,752,7.50382475,14550.748151,40028,8574,3305102,1378,,32156
UTTARAKHAND,385,TON,20,18,16,820.44700000,864238.17803000,0.00082052,1.234324,314,0.86433186,1380.936175,6169,2718,92121,367,,6169
WEST BENGAL,569,TON,18,16,16,156.15500000,97764.18460000,0.00015625,0.326898,190,0.09786638,192.665650,5669,125,96990,197,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
