state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,15,15,3776.70475000,9288222.65118000,0.00377824,20.606842,,9.29383822,60549.048169,3898,2365,1454243,2267,,3898
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,100,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3486.14400000,,,,0.00349819,13.811490,1007,,5218,,,93
CHANDIGARH,526,TON,1,1,,,805057.48841000,,,41,0.80508222,1631.246047,121,119,7109,,,1
CHHATTISGARH,100,TON,20,9,10,696.28400000,1455694.94035000,0.00069634,1.388585,131,1.45604291,3060.489019,3736,256,136273,189,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,28,27,646.40700000,3016420.66633000,0.00064677,3.858655,,3.01750894,11983.905574,10283,7189,869883,337,,0
HARYANA,32,TON,108,46,26,2714.93900000,34395429.06999000,0.00271523,8.749122,661,34.50352600,111111.507526,17644,30540,2727255,2183,,45
HIMACHAL PRADESH,43,TON,38,9,8,50.27696000,465168.00958000,0.00005035,0.266143,80,0.46598203,1779.125141,2333,1159,125665,88,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,12,12,178.56400000,171716.18690000,0.00017857,1.088316,,0.17172551,1065.216738,2748,200,51985,47,,371
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34447.10896000,,,,0.03444997,68.375832,2559,,267466,,,42
KARNATAKA,695,TON,5,,,,259131.28806000,,,,0.25913142,1878.952191,845,852,1563,,,15
KERALA,694,TON,6,1,,,775.15043000,,,,0.00078263,2.535661,444,,3189,,,3
MADHYA PRADESH,20,TON,139,3,5,690.24200000,10608377.12310000,0.00069035,2.191697,44,10.61064578,35445.268012,25938,,3025245,266,,1087
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,23,13,586.18610000,5806600.57359500,0.00058620,1.952696,221,9.38803084,21660.709155,23509,18465,1244624,280,,0
NAGALAND,35,TON,19,,,,1190.87000000,,,,0.00119087,5.229389,181,,184,,,
ODISHA,384,NOS,,,1,1619000.00000000,468158743.00000000,0.16190000,0.053613,,46.81587400,115.509058,,,,35,,
ODISHA,384,TON,66,12,12,1092.35100000,2376004.19443000,0.00109236,3.180409,68,2.37611659,5928.523199,10140,,466693,100,,10140
PUDUCHERRY,599,TON,2,,,,53982.48686220,,,,1.74282954,203.538604,234,,13630,,,0
PUNJAB,602,TON,79,4,1,10.00000000,4251001.10148000,0.00001000,0.009420,20,4.25159566,13779.840805,3929,12032,217907,5,,0
RAJASTHAN,26,NOS,,1,,,11404713.00000000,,,,1.14047130,21.952600,,,,,,
RAJASTHAN,26,TON,173,55,37,5153.91800000,29432437.28031000,0.00523330,28.575676,890,29.45206232,121729.798014,87027,27671,1550261,2565,,87027
TAMIL NADU,509,TON,213,12,15,297.61266000,3222275.93076580,0.00029786,0.989338,246,34.08340795,8718.804278,12759,0,471116,425,,2579
TAMIL NADU,509,NOS,,1,1,28733.00000000,31485094.00000000,0.00287330,0.072937,,3.14850910,32.703513,,,,9,,
TELANGANA,28,TON,57,1,2,6.54200000,7611319.25908000,0.00000654,0.063708,,7.61479457,28522.809377,6378,5216,1823963,3,,6378
TRIPURA,36,TON,19,,,,62.53200000,,,,0.00006257,0.732431,66,,82,,,3
UTTAR PRADESH,46,TON,162,118,111,4055.44000000,7833310.22360000,0.00405544,8.921327,718,7.83346199,15328.109213,40679,8574,3305418,1470,,32201
UTTARAKHAND,385,TON,20,17,15,608.67000000,941931.60403000,0.00060869,0.944165,248,0.94202725,1498.644478,6227,2724,92225,284,,6227
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,10,9,56.13500000,107170.45160000,0.00005619,0.118881,82,0.10727891,213.464503,5768,125,101493,90,,0
