state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,19,3595.51926000,9504171.54592000,0.00359708,25.793502,,9.50990998,61773.745635,3947,2378,1454266,4836,,3947
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5237,,,93
CHANDIGARH,526,TON,1,1,1,532.65000000,815699.28341000,0.00053265,0.852477,33,0.81572402,1651.685644,121,119,7109,103,,1
CHHATTISGARH,100,TON,20,15,14,905.45900000,1518196.91735000,0.00090578,2.160697,385,1.51855706,3198.750868,3767,256,136300,579,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,44,42,2899.78170000,3073603.75003000,0.00290012,9.810660,,3.07471047,12265.156722,10290,7190,869902,1009,,0
HARYANA,32,TON,108,90,56,68568.82600000,35711686.85304000,0.06856903,228.862484,7685,35.82103175,115293.942439,17840,30912,2727261,20676,,45
HIMACHAL PRADESH,43,TON,38,11,11,117.75104000,478477.34940000,0.00011789,0.526929,105,0.47930133,1849.084755,2346,1161,125676,127,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,10,10,1718.72000000,263958.29190000,0.00171873,10.215860,,0.26396768,1587.058821,2752,203,52175,97,,399
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,3,2,14.90000000,35046.59009000,0.00001491,0.033768,,0.03504952,69.914886,2575,,268162,4,,43
KARNATAKA,695,TON,5,2,2,218.30000000,265724.78806000,0.00021830,1.437483,,0.26572492,1918.676427,851,856,1576,64,,15
KERALA,694,TON,6,,,,791.75860000,,,,0.00079932,2.596285,444,,3213,,,3
MADHYA PRADESH,20,TON,139,44,33,6336.03970000,10833669.65708000,0.00633655,16.169831,1414,10.83596524,36152.557760,25965,,3025279,1687,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,70,34,3355.66456000,5975022.18668500,0.00335603,12.286241,1110,9.77251138,22240.530320,23576,18497,1247023,1319,,0
NAGALAND,35,TON,19,3,3,1.29000000,1243.07000000,0.00000129,0.012706,,0.00124307,5.494195,182,,184,3,,
ODISHA,384,TON,66,53,53,1831.56300000,2536537.19853000,0.00183165,4.803118,345,2.53665550,6354.361952,10210,,476676,518,,10210
ODISHA,384,NOS,,3,3,9709.00000000,491123083.00000000,0.00097090,0.017887,,49.11230800,120.606710,,,,7,,
PUDUCHERRY,599,TON,2,1,1,0.10500000,54398.07386220,0.00000011,0.000336,,1.74324541,204.703964,236,,13630,1,,0
PUNJAB,602,TON,79,29,22,3133.64300000,4413466.28148000,0.00313448,9.724107,1142,4.41410820,14267.662490,4453,13346,217935,635,,0
RAJASTHAN,26,TON,173,,,,30479611.85316000,,,52,30.50131517,125796.412768,87289,27822,1553774,,,87289
RAJASTHAN,26,NOS,,,,,11972363.00000000,,,,1.19723630,23.044891,,,,,,
TAMIL NADU,509,NOS,,3,3,15180.00000000,33043235.00000000,0.00151800,0.029784,,3.30432320,35.603919,,,,4,,
TAMIL NADU,509,TON,213,73,70,1849.85299000,3388304.50100580,0.00185103,6.566452,1869,34.24839733,9146.011452,13050,0,473639,2205,,2662
TELANGANA,28,TON,57,28,26,5400.30682000,7720004.61535000,0.00540164,18.495636,300,7.72351472,28878.529871,6394,5251,1823964,3996,,6394
TELANGANA,28,NOS,,1,,,,,,,,,,,,,,
TRIPURA,36,TON,19,,,,75.79200000,,,,0.00007584,0.793010,66,,83,,,3
UTTAR PRADESH,46,TON,162,108,93,4520.03000000,8085274.36560000,0.00452006,10.215923,759,8.08542642,15907.353655,40918,8576,3305584,1364,,32188
UTTARAKHAND,385,TON,20,17,16,891.84900000,997388.95103000,0.00089187,1.471439,261,0.99748612,1593.461445,6266,2728,92329,404,,6266
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,15,15,125.73500000,112064.17560000,0.00012582,0.296946,160,0.11217634,226.525424,5779,125,104288,168,,0
