state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,18,10255.77111000,8919360.78208000,0.01026186,55.253394,,8.92479787,59002.907244,3870,2363,1454168,6292,,3870
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,84,,,
BIHAR,33,TON,20,,,,3395.22900000,,,,0.00340727,13.611477,1002,,5195,,,91
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
CHANDIGARH,526,TON,1,1,1,755.00000000,779617.39841000,0.00075500,1.108423,95,0.77964210,1588.826555,121,119,7108,151,,1
CHHATTISGARH,100,TON,20,14,14,2827.28700000,1339027.14855000,0.00282768,5.613014,724,1.33935380,2813.204029,3687,254,136148,967,,0
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,975,,30,,,
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GUJARAT,22,TON,144,44,38,1179.68500000,2925282.80703000,0.00118013,5.481812,,2.92634217,11582.188247,10269,7189,869852,620,,0
HARYANA,32,TON,108,36,19,2447.97700000,34129710.15699000,0.00244812,9.647786,797,34.23569492,110465.581751,17544,30443,2727243,2039,,44
HIMACHAL PRADESH,43,TON,38,2,2,6.00000000,450635.23432000,0.00000606,0.025865,29,0.45142924,1703.877243,2331,1159,125584,29,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,4,4,30.27000000,168807.76931000,0.00003028,0.098875,,0.16881658,1050.924314,2747,200,51959,21,,362
JHARKHAND,47,TON,19,2,2,12.42500000,34338.29896000,0.00001243,0.024665,2,0.03434115,68.063800,2544,,267248,3,,40
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
KARNATAKA,695,TON,5,2,2,332.55000000,241331.93806000,0.00033255,2.177711,,0.24133207,1767.830569,832,843,1557,160,,15
KERALA,694,TON,6,1,,,765.92547000,,,,0.00077342,2.503218,442,,3168,,,3
MADHYA PRADESH,20,TON,139,24,19,2896.19600000,10298026.35635000,0.00289634,9.395697,478,10.30025717,34331.345605,25915,,3025130,883,,1108
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,67,41,4301.67402000,5587167.56978500,0.00949355,12.831958,1047,8.95381221,20803.858569,23287,18340,1240422,1677,,0
NAGALAND,35,TON,19,2,2,0.96000000,1143.19000000,0.00000096,0.005568,,0.00114319,5.008362,181,,184,2,,
ODISHA,384,NOS,,1,1,128994.00000000,439667493.00000000,0.01289940,0.090296,,43.96674900,111.484576,,,,5,,
ODISHA,384,TON,66,47,46,3869.76500000,2198537.51343000,0.00386981,5.667714,357,2.19864447,5483.782372,10043,,449560,604,,10043
PUDUCHERRY,599,TON,2,1,1,26.07900000,53217.46586220,0.00002609,0.097335,,1.74206355,200.557420,231,,13623,50,,0
PUNJAB,602,TON,79,8,5,154.80000000,4171949.42648000,0.00015480,0.125832,43,4.17254371,13599.660071,3539,10832,217895,19,,0
RAJASTHAN,26,NOS,,1,,,11135262.00000000,,,,1.11352620,21.366854,,,,,,
RAJASTHAN,26,TON,173,109,87,20635.88690000,28456218.69364000,0.02063720,93.995439,6337,28.47521552,117679.949690,86672,27530,1547427,10660,,86672
TAMIL NADU,509,NOS,,4,3,2937.00000000,28201575.00000000,0.00029370,0.005434,,2.82015720,26.404737,,,,6,,
TAMIL NADU,509,TON,213,74,74,2968.15278000,2994918.22531580,0.00297011,9.793746,2762,33.85573332,8034.218285,12404,0,465111,3977,,2415
TELANGANA,28,TON,57,26,22,2905.86163000,7564113.82988000,0.00290706,9.423456,189,7.56756359,28273.894367,6369,5157,1823957,2320,,6369
TRIPURA,36,TON,19,,,,43.92000000,,,,0.00004394,0.606075,64,,74,,,3
UTTAR PRADESH,46,TON,162,109,105,4133.20000000,7580507.89060000,0.00413320,9.455092,678,7.58065940,14736.006719,40048,8574,3305144,1494,,32156
UTTARAKHAND,385,TON,20,17,16,804.25000000,883884.75803000,0.00080428,1.297539,280,0.88397928,1411.037427,6183,2719,92149,366,,6183
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
WEST BENGAL,569,TON,18,13,13,124.45800000,100552.37660000,0.00012459,0.266977,196,0.10065624,197.532096,5695,125,98074,207,,0
