state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,9,12,1293.56000000,9480179.10789000,0.00129401,11.340635,,9.48589945,61616.028549,3941,2378,1454265,1195,,3941
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5235,,,93
CHANDIGARH,526,TON,1,1,1,67.62000000,814553.12341000,0.00006762,0.218078,24,0.81457786,1649.720118,121,119,7109,37,,1
CHHATTISGARH,100,TON,20,,,,1510897.36135000,,,,1.51125584,3181.373448,3760,256,136298,,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,,,,3059618.19713000,,,,3.06072212,12212.415313,10289,7190,869901,,,0
HARYANA,32,TON,108,65,33,33722.86250000,35242259.57004000,0.03372301,103.321687,1272,35.35136630,113755.232615,17814,30871,2727261,11431,,45
HIMACHAL PRADESH,43,TON,38,1,1,4.57500000,477821.19200000,0.00000465,0.026995,23,0.47864433,1846.441394,2346,1161,125674,23,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,,,,250791.19090000,,,,0.25080053,1510.944210,2751,201,52160,,,399
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34892.28596000,,,,0.03489519,69.528908,2573,,268026,,,43
KARNATAKA,695,TON,5,,,,264712.13806000,,,,0.26471227,1911.853527,851,854,1576,,,15
KERALA,694,TON,6,,,,791.75860000,,,,0.00079932,2.596285,444,,3211,,,3
MADHYA PRADESH,20,TON,139,,,,10796567.79507000,,,64,10.79886011,36055.263080,25963,,3025279,,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,8,4,236.45900000,5946157.98795500,0.00023651,0.740215,118,9.71643982,22146.953281,23572,18496,1246912,116,,0
NAGALAND,35,TON,19,,,,1237.08000000,,,,0.00123708,5.457400,182,,184,,,
ODISHA,384,TON,66,7,8,128.23600000,2526375.71353000,0.00012829,0.271338,60,2.52649337,6328.183283,10194,,475981,59,,10194
ODISHA,384,NOS,,1,1,332000.00000000,489741861.00000000,0.03320000,0.010106,,48.97418580,120.069620,,,,9,,
PUDUCHERRY,599,TON,2,,,,54357.96886220,,,,1.74320526,204.592578,236,,13630,,,0
PUNJAB,602,TON,79,6,7,934.24750000,4387182.08098000,0.00093454,2.807558,128,4.38781527,14186.379690,4434,13193,217935,139,,0
RAJASTHAN,26,TON,173,17,8,2415.05660000,30441281.21396000,0.00241507,7.409110,414,30.46298245,125649.771542,87255,27786,1553382,830,,87255
RAJASTHAN,26,NOS,,,,,11972013.00000000,,,,1.19720130,23.043117,,,,,,
TAMIL NADU,509,NOS,,2,1,10000.00000000,32875876.00000000,0.00100000,0.006000,,3.28758730,35.319999,,,,1,,
TAMIL NADU,509,TON,213,1,1,24.27550000,3367689.66338580,0.00002427,0.164718,13,34.22887850,9096.977324,13036,0,473457,140,,2657
TELANGANA,28,TON,57,4,3,384.60300000,7690174.00102000,0.00038465,0.723981,22,7.69367719,28780.670392,6393,5250,1823964,172,,6393
TRIPURA,36,TON,19,,,,75.42100000,,,,0.00007546,0.789471,66,,83,,,3
UTTAR PRADESH,46,TON,162,19,14,853.66000000,8053286.11760000,0.00085366,2.458610,45,8.05343806,15833.927818,40911,8575,3305580,202,,32188
UTTARAKHAND,385,TON,20,5,5,192.82000000,990483.43603000,0.00019282,0.261430,76,0.99058040,1581.411627,6264,2728,92329,97,,6264
WEST BENGAL,569,TON,18,2,2,9.23500000,111328.31560000,0.00000931,0.014250,52,0.11143992,224.875350,5779,125,103989,52,,0
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
