state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,21,20,2525.18415000,9273666.62875000,0.00252626,12.046786,,9.27927631,60471.777922,3896,2365,1454242,1252,,3896
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,100,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3486.14400000,,,,0.00349819,13.811490,1006,,5212,,,93
CHANDIGARH,526,TON,1,1,1,43.10000000,805057.48841000,0.00004310,0.248014,26,0.80508222,1631.246047,121,119,7109,22,,1
CHHATTISGARH,100,TON,20,15,13,1388.75500000,1449358.04635000,0.00138906,3.033502,588,1.44970484,3046.780952,3730,255,136257,736,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,38,31,443.56530000,3013231.92923000,0.00044381,2.787660,,3.01431854,11966.232640,10283,7189,869883,385,,0
HARYANA,32,TON,108,42,25,2857.26600000,34383264.83299000,0.00287735,8.004155,713,34.49122530,111075.574798,17635,30533,2727255,2263,,45
HIMACHAL PRADESH,43,TON,38,17,17,254.55304000,464052.25393000,0.00025482,1.630089,266,0.46486554,1773.114192,2333,1159,125664,294,,0
JAMMU AND KASHMIR,696,TON,17,8,6,46.43700000,170989.46090000,0.00004646,0.283283,,0.17099877,1060.841281,2747,200,51977,27,,366
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,34447.10896000,,,,0.03444997,68.375832,2559,,267437,,,42
KARNATAKA,695,TON,5,2,2,153.55000000,258651.03806000,0.00015355,0.942426,,0.25865117,1875.977258,845,852,1563,68,,15
KERALA,694,TON,6,,,,775.15043000,,,,0.00078263,2.535661,444,,3189,,,3
MADHYA PRADESH,20,TON,139,42,29,2914.38512000,10593955.12330000,0.00291461,10.807931,1174,10.59622208,35392.022513,25938,,3025241,1313,,1087
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,51,26,1874.91722000,5798869.87235500,0.00187500,7.791350,577,9.38029983,21629.786478,23507,18465,1244559,724,,0
NAGALAND,35,TON,19,2,,,1187.17000000,,,,0.00118717,5.201659,181,,184,,,
ODISHA,384,NOS,,1,1,37832.00000000,464707583.00000000,0.00378320,0.073229,,46.47075800,115.294259,,,,17,,
ODISHA,384,TON,66,44,41,2750.41400000,2365447.93443000,0.00275046,6.585181,334,2.36555992,5897.903442,10138,,465591,537,,10138
PUDUCHERRY,599,TON,2,1,1,2.94400000,53917.01486220,0.00000294,0.005558,,1.74276405,203.359656,234,,13630,2,,0
PUNJAB,602,TON,79,16,16,1552.82800000,4247868.81148000,0.00155286,3.239110,216,4.24846314,13771.147305,3886,11923,217907,237,,0
RAJASTHAN,26,NOS,,2,1,166.00000000,11404255.00000000,0.00001660,0.000897,,1.14042550,21.950081,,,,10,,
RAJASTHAN,26,TON,173,111,80,7119.56200000,29380063.27949000,0.00717983,27.509975,4019,29.39955218,121516.878847,87000,27660,1550234,5078,,87000
TAMIL NADU,509,NOS,,4,4,16870.00000000,31298181.00000000,0.00168700,0.013866,,3.12981780,32.317173,,,,6,,
TAMIL NADU,509,TON,213,92,88,4407.76783000,3206856.43532580,0.00440943,10.216867,3154,34.06798190,8680.099008,12747,0,470879,3374,,2571
TELANGANA,28,TON,57,14,12,245.45845000,7610220.19392000,0.00024569,1.405661,43,7.61369460,28517.432342,6378,5197,1823962,384,,6378
TRIPURA,36,TON,19,,,,61.23200000,,,,0.00006126,0.723911,65,,82,,,3
UTTAR PRADESH,46,TON,162,97,91,3198.93000000,7817559.50860000,0.00319893,6.527496,523,7.81771127,15293.033095,40628,8574,3305399,1100,,32201
UTTARAKHAND,385,TON,20,17,17,1246.90400000,938339.62403000,0.00124692,2.176974,314,0.93843519,1493.034692,6226,2724,92219,409,,6226
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,10,11,41.32400000,106783.85660000,0.00004137,0.141538,94,0.10689207,212.236993,5768,125,101257,102,,0
