state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,18,18,1833.74964000,9530367.64968000,0.00183499,13.578288,,9.53612626,61942.958078,3953,2378,1454266,2151,,3953
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1014,,5256,,,93
CHANDIGARH,526,TON,1,,,,816512.93341000,,,,0.81653767,1652.896397,121,119,7109,,,1
CHHATTISGARH,100,TON,20,11,11,1092.78200000,1530968.66535000,0.00109306,2.753944,399,1.53133130,3232.406007,3771,256,136302,681,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GUJARAT,22,TON,144,41,32,1487.79620000,3099595.46033000,0.00148808,5.066189,,3.10070590,12348.935189,10290,7190,869904,688,,0
HARYANA,32,TON,108,84,56,63077.03845000,36379812.83954000,0.06307741,217.405342,5538,36.48936100,117586.771230,17879,30958,2727261,19497,,45
HIMACHAL PRADESH,43,TON,38,13,12,182.94386000,479484.64412000,0.00018302,0.925931,149,0.48030991,1853.200416,2346,1161,125677,192,,0
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,10,10,842.36000000,277240.15190000,0.00084237,5.029742,,0.27724957,1664.213777,2752,203,52181,54,,399
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,11.00000000,35494.75399000,0.00001100,0.040000,,0.03549769,70.968494,2585,,268280,2,,43
KARNATAKA,695,TON,5,1,1,214.00000000,267195.33806000,0.00021400,1.357397,,0.26719547,1928.136052,851,856,1576,89,,15
KERALA,694,TON,6,1,1,0.57000000,793.77560000,0.00000058,0.001718,,0.00080133,2.604433,447,,3217,2,,3
MADHYA PRADESH,20,TON,139,31,21,5173.32900000,10884795.85198000,0.00517358,11.835024,1285,10.88709500,36276.594844,25965,,3025280,1302,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,62,30,3002.68810000,6005771.40412500,0.00907369,9.318126,859,9.82390042,22335.677827,23580,18503,1247143,1521,,0
NAGALAND,35,TON,19,1,1,0.26000000,1247.80000000,0.00000026,0.000962,,0.00124780,5.512945,182,,184,1,,
ODISHA,384,NOS,,3,4,1231026.00000000,496882418.00000000,0.12310260,0.256442,,49.68824150,121.681361,,,,54,,
ODISHA,384,TON,66,48,47,4180.14800000,2565089.72253000,0.00418027,10.190346,480,2.56520922,6431.546291,10226,,478030,605,,10226
PUDUCHERRY,599,TON,2,,,,54414.33986220,,,,1.74326169,204.755271,236,,13630,,,0
PUNJAB,602,TON,79,26,22,5523.40400000,4455989.92048000,0.00552530,17.523962,1085,4.45664320,14398.253530,4473,13353,217938,1145,,0
RAJASTHAN,26,NOS,,,,,11972363.00000000,,,,1.19723630,23.044891,,,,,,
RAJASTHAN,26,TON,173,,,,30479611.85316000,,,16,30.50131517,125796.412768,87289,27822,1553775,,,87289
TAMIL NADU,509,TON,213,67,68,1853.68580000,3408236.16842580,0.00185426,4.184269,1284,34.26833786,9196.674181,13091,0,473857,1430,,2675
TAMIL NADU,509,NOS,,4,4,8334.00000000,33293794.00000000,0.00083340,0.009486,,3.32937910,36.100821,,,,4,,
TELANGANA,28,NOS,,,,,2496.00000000,,,,0.00024960,0.468250,,,,,,
TELANGANA,28,TON,57,31,27,6685.59550000,7778830.15764000,0.00668810,18.727589,385,7.78235677,29055.539929,6401,5254,1823964,3873,,6401
TRIPURA,36,TON,19,1,,,76.50400000,,,1,0.00007655,0.797128,66,,83,,,3
UTTAR PRADESH,46,TON,162,94,79,3787.92000000,8130602.84460000,0.00378792,8.497805,600,8.13075500,16009.731127,40923,8576,3305592,1043,,32190
UTTARAKHAND,385,TON,20,10,9,579.85500000,1006334.67603000,0.00057990,1.168340,151,1.00643206,1608.752949,6270,2728,92335,196,,6270
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
WEST BENGAL,569,TON,18,14,13,90.24500000,112972.80460000,0.00009029,0.239485,146,0.11308556,228.997002,5781,125,104821,145,,0
