state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,19,18,4805.25050000,8461515.43556000,0.00481038,40.432280,,8.46666518,56242.407922,3848,2348,1453953,5865,,3848
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3325.50400000,,,,0.00333754,13.436125,999,,5100,,,91
CHANDIGARH,526,TON,1,1,,,749604.04841000,,,83,0.74962860,1527.208189,121,119,7108,,,1
CHHATTISGARH,100,TON,20,15,15,628.90900000,1221107.74229000,0.00062898,1.513502,194,1.22141530,2545.055784,3639,248,136096,280,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,1,,,326.08725000,,,,0.00032631,1.839167,963,,29,,,
GUJARAT,22,TON,144,45,36,1319.48950000,2701761.64683000,0.00131978,5.218932,,2.70277712,10757.603610,10181,7174,869814,738,,0
HARYANA,32,TON,108,70,39,5449.83430000,33500302.19949000,0.00545009,18.743956,1534,33.60363522,108430.455284,17309,30293,2727072,3027,,42
HIMACHAL PRADESH,43,TON,38,13,13,109.95426000,443406.16151000,0.00011028,0.281143,286,0.44418404,1679.215623,2322,1159,125546,289,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,5,5,37.96600000,166492.70331000,0.00003798,0.101621,,0.16650085,1043.446819,2744,200,51727,28,,362
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,1,1,19.55000000,32865.50996000,0.00001956,0.064018,,0.03286828,64.264659,2538,,267158,6,,40
KARNATAKA,695,TON,5,2,2,288.75000000,222246.93806000,0.00028875,2.093034,,0.22224707,1637.656517,821,838,1549,124,,15
KERALA,694,TON,6,,,,742.72875000,,,,0.00075017,2.417863,440,,3134,,,3
MADHYA PRADESH,20,TON,139,58,42,5278.85362000,9822497.36527000,0.00527969,19.636952,1698,9.82467582,32816.971231,25865,,3025026,2039,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,71,45,5204.94994000,5277486.11981500,0.00690860,22.260504,1286,8.42758066,19506.924912,22721,18070,1232927,2426,,0
NAGALAND,35,TON,19,2,2,0.73000000,1081.61000000,0.00000073,0.003968,,0.00108161,4.740105,181,,184,2,,
ODISHA,384,TON,66,46,44,3303.56700000,1981609.15393000,0.00330360,9.145334,439,1.98171156,5032.886977,9908,,425697,585,,9908
ODISHA,384,NOS,,2,2,4781.00000000,406159047.00000000,0.00047810,0.007417,,40.61590440,106.645986,,,,2,,
PUDUCHERRY,599,TON,2,2,2,35.61000000,51029.56586220,0.00003561,0.100505,2,1.73987367,188.145848,229,,13623,23,,0
PUNJAB,602,TON,79,11,6,137.92000000,4146627.08048000,0.00013795,0.592458,107,4.14721997,13554.594221,3531,10828,217893,54,,0
RAJASTHAN,26,TON,166,120,105,16140.52520000,25768797.23694000,0.01614267,65.752424,6349,25.78637486,106365.194944,86042,27212,1544711,10690,,86042
RAJASTHAN,26,NOS,,3,3,21405.00000000,10040868.00000000,0.00214050,0.036289,,1.00408680,19.389581,,,,18,,
TAMIL NADU,509,NOS,,4,5,92601.00000000,25843926.00000000,0.00926010,0.125990,,2.58439230,22.496863,,,,32,,
TAMIL NADU,509,TON,213,78,79,3598.23275000,2712221.53204580,0.00360068,11.956920,3003,33.57287575,7109.964297,11962,0,460380,4738,,2225
TELANGANA,28,TON,57,27,25,3601.80889000,7221650.11879000,0.00360368,29.270925,229,7.22493151,26646.049505,6337,5150,1823949,5189,,6337
TRIPURA,36,TON,7,,,,14.56800000,,,,0.00001458,0.224056,27,,55,,,3
UTTAR PRADESH,46,TON,125,100,94,4026.38000000,7261605.22260000,0.00402639,8.062309,727,7.26167715,13973.030357,39853,8574,3305018,1441,,32148
UTTARAKHAND,385,TON,20,14,14,2636.00900000,784144.91103000,0.00263615,3.632421,366,0.78421538,1245.087237,6122,2718,91951,584,,6122
WEST BENGAL,569,TON,18,16,16,169.95000000,89722.69360000,0.00017002,0.232923,188,0.08982092,179.780506,5622,125,93540,188,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
