state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,21,2568.31371000,9511616.92877000,0.00257042,16.437539,,9.51736151,61820.721370,3947,2378,1454266,3182,,3947
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,120,,,
BIHAR,33,TON,20,,,,3601.69300000,,,,0.00361374,14.058009,1013,,5251,,,93
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
CHANDIGARH,526,TON,1,1,,,815699.28341000,,,15,0.81572402,1651.685644,121,119,7109,,,1
CHHATTISGARH,100,TON,20,13,13,1805.78200000,1521721.93735000,0.00180615,4.809737,353,1.52208269,3208.013925,3768,256,136301,946,,0
GOA,34,TON,7,,,,326.27495000,,,,0.00032648,1.842850,1002,,30,,,1
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GUJARAT,22,TON,144,40,30,1794.76090000,3080162.53463000,0.00179502,6.849049,,3.08127033,12288.734781,10290,7190,869902,775,,0
HARYANA,32,TON,108,87,51,75152.97200000,35875439.12174000,0.07515326,252.016621,5687,35.98478454,115842.172071,17852,30930,2727261,22026,,45
HIMACHAL PRADESH,43,TON,38,10,8,76.27380000,478658.51608000,0.00007630,0.206835,126,0.47948284,1849.893439,2346,1161,125677,81,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26890.00000000,,,,0.00268900,0.117788,,,,,,
JAMMU AND KASHMIR,696,TON,17,12,12,1651.74600000,267822.87290000,0.00165176,9.634014,,0.26783228,1609.884212,2752,203,52181,96,,399
JHARKHAND,47,TON,19,2,2,34.87435000,35215.33273000,0.00003488,0.081989,,0.03521826,70.328139,2579,,268185,5,,43
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
KARNATAKA,695,TON,5,2,1,35.00000000,265764.78806000,0.00003500,0.231100,,0.26576492,1918.929027,851,856,1576,4,,15
KERALA,694,TON,6,,,,791.75860000,,,,0.00079932,2.596285,444,,3213,,,3
MADHYA PRADESH,20,TON,139,40,27,6791.05710000,10853422.22578000,0.00679167,17.344046,1404,10.85571965,36202.390635,25965,,3025279,1898,,1091
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,58,25,2232.28300000,5981541.13528500,0.00223246,7.171009,635,9.77903080,22259.745500,23579,18498,1247076,1085,,0
NAGALAND,35,TON,19,2,2,0.95000000,1244.32000000,0.00000095,0.003850,,0.00124432,5.499035,182,,184,2,,
ODISHA,384,NOS,,3,3,645130.00000000,492349076.00000000,0.06451300,0.056731,,49.23490730,120.758687,,,,21,,
ODISHA,384,TON,66,47,45,2204.41500000,2542812.12653000,0.00220451,5.367161,346,2.54293077,6371.004792,10211,,477203,421,,10211
PUDUCHERRY,599,TON,2,2,2,8.38800000,54409.06486220,0.00000839,0.020784,,1.74325640,204.735923,236,,13630,6,,0
PUNJAB,602,TON,79,26,24,7628.43700000,4426697.31698000,0.00762949,21.751934,705,4.42734214,14307.860370,4465,13351,217937,956,,0
RAJASTHAN,26,NOS,,,,,11972363.00000000,,,,1.19723630,23.044891,,,,,,
RAJASTHAN,26,TON,173,,,,30479611.85316000,,,35,30.50131517,125796.412768,87289,27822,1553775,,,87289
TAMIL NADU,509,NOS,,2,3,15971.00000000,33070943.00000000,0.00159710,0.039787,,3.30709400,35.663898,,,,4,,
TAMIL NADU,509,TON,213,84,83,2623.03570000,3395364.31960580,0.00262419,6.528075,1625,34.25546084,9164.476065,13057,0,473715,2014,,2663
TELANGANA,28,NOS,,,,,2496.00000000,,,,0.00024960,0.468250,,,,,,
TELANGANA,28,TON,57,31,24,4811.47755000,7734940.39141000,0.00481285,17.179116,230,7.73845413,28928.352275,6398,5253,1823964,3586,,6398
TRIPURA,36,TON,19,,,,75.89200000,,,,0.00007594,0.793710,66,,83,,,3
UTTAR PRADESH,46,TON,162,103,91,3852.81300000,8098105.10360000,0.00385282,8.653103,760,8.09825717,15935.830247,40920,8576,3305590,1316,,32189
UTTARAKHAND,385,TON,20,17,16,1359.27300000,999998.89403000,0.00135928,2.207741,319,1.00009611,1597.718299,6266,2728,92330,450,,6266
WEST BENGAL,569,TON,18,12,11,90.07000000,112322.47060000,0.00009011,0.245637,134,0.11243476,227.160723,5779,125,104435,144,,0
WEST BENGAL,569,NOS,,,,,531100.00000000,,,,0.05311000,0.033243,,,,,,0
