state,stateid,tradeuomcd,enam_mandi,live_mandis,trade_mandis,trade_qty,sale_qty,trade_qty_crore,trade_amt,lots_assay,sale_qty_crore,sale_value,trader_count,ca_count,farmer_count,lotstraded,fpo_count,uniftradercount
ANDAMAN AND NICOBAR ISLANDS,37,TON,1,,,,0.01000000,,,,0.00000001,0.000030,4,,4,,,
ANDHRA PRADESH,276,TON,33,20,20,3489.49826000,8556291.31334000,0.00349249,18.842475,1,8.56152240,57009.551848,3854,2348,1454083,4662,,3854
ASSAM,38,TON,3,,,,16.90100000,,,,0.00001700,0.034606,8,,78,,,
BIHAR,33,NOS,,,,,158700.00000000,,,,0.01587000,1.140080,,,,,,
BIHAR,33,TON,20,,,,3329.70400000,,,,0.00334174,13.446165,999,,5150,,,91
CHANDIGARH,526,TON,1,,,,759860.21341000,,,,0.75988485,1550.871829,121,119,7108,,,1
CHHATTISGARH,100,TON,20,11,10,294.55800000,1235922.94029000,0.00029457,0.662170,121,1.23623293,2582.975507,3653,249,136127,119,,0
GOA,34,NOS,,,,,380458.00000000,,,,0.03804580,0.301791,,,,,,
GOA,34,TON,7,,,,326.15455000,,,,0.00032637,1.840810,974,,29,,,
GUJARAT,22,TON,144,71,56,3680.12450000,2751536.22263000,0.00368075,11.778560,,2.75256281,10946.100855,10199,7174,869815,1182,,0
HARYANA,32,TON,108,74,37,5427.77700000,33656081.41499000,0.00542807,21.874649,1903,33.76061168,108994.393941,17325,30313,2727204,3533,,43
HIMACHAL PRADESH,43,TON,38,15,15,181.26688000,445197.15339000,0.00018150,0.393177,255,0.44597891,1684.447325,2323,1159,125570,260,,0
JAMMU AND KASHMIR,696,GRAM,,,,,355.00000000,,,,0.00003550,0.007623,,,,,,
JAMMU AND KASHMIR,696,NOS,,,,,26850.00000000,,,,0.00268500,0.117764,,,,,,
JAMMU AND KASHMIR,696,TON,17,3,3,9.05000000,167095.33831000,0.00000905,0.049078,,0.16710373,1045.260880,2747,200,51772,16,,362
JHARKHAND,47,NOS,,,,,5269.00000000,,,,0.00052700,0.031770,,,,,,
JHARKHAND,47,TON,19,,,,33707.72996000,,,,0.03371058,66.530572,2543,,267175,,,40
KARNATAKA,695,TON,5,2,1,14.50000000,226409.63806000,0.00001450,0.103575,,0.22640977,1667.293878,826,838,1551,5,,15
KERALA,694,TON,6,1,1,1.38451000,755.72302000,0.00000139,0.004754,,0.00076318,2.465478,440,,3139,7,,3
MADHYA PRADESH,20,TON,139,51,33,6941.94800000,9935826.85495000,0.00694286,20.984447,1389,9.93802332,33213.549932,25878,,3025045,1793,,1111
MAHARASHTRA,,NOS,,,,,,,,,,,,,,,,
MAHARASHTRA,296,TON,133,74,38,3459.17865000,5368572.98399500,0.00651467,14.646979,1247,8.56050125,19908.065913,22752,18084,1233047,1485,,0
NAGALAND,35,TON,19,3,2,0.53000000,1091.60000000,0.00000053,0.001965,,0.00109160,4.782033,181,,184,2,,
ODISHA,384,TON,66,43,42,2572.63300000,2039580.60943000,0.00257266,7.391432,414,2.03968396,5178.628019,9933,,429616,469,,9933
ODISHA,384,NOS,,2,2,38300.00000000,413443744.00000000,0.00383000,0.060981,,41.34437410,107.765015,,,,18,,
PUDUCHERRY,599,TON,2,1,1,68.56300000,51612.35586220,0.00006859,0.309574,24,1.74045697,191.478332,229,,13623,113,,0
PUNJAB,602,TON,79,12,6,196.49000000,4158468.17648000,0.00019649,0.377505,53,4.15906189,13582.686351,3534,10831,217893,34,,0
RAJASTHAN,26,TON,173,127,105,22326.90207000,26130023.65916000,0.02232794,103.613672,16116,26.14762656,107947.857052,86106,27258,1545536,12752,,86106
RAJASTHAN,26,NOS,,2,2,25170.00000000,10457130.00000000,0.00251700,0.043079,,1.04571300,20.113853,,,,9,,
TAMIL NADU,509,NOS,,3,2,33540.00000000,26479084.00000000,0.00335400,0.057970,,2.64790810,23.563575,,,,5,,
TAMIL NADU,509,TON,213,74,69,5103.29239000,2790808.15604880,0.00510887,15.263879,4055,33.65150874,7343.440085,12051,0,461876,5143,,2263
TELANGANA,28,TON,57,31,23,2556.60470000,7293546.28904000,0.00255924,14.062983,455,7.29687894,27159.579117,6342,5150,1823951,3017,,6342
TRIPURA,36,TON,7,,,,21.78800000,,,,0.00002180,0.484994,27,,64,,,3
UTTAR PRADESH,46,TON,125,106,102,3331.62000000,7338375.56660000,0.00333162,6.962632,641,7.33852673,14142.416043,39886,8573,3305041,1354,,32150
UTTARAKHAND,385,TON,20,13,13,1144.26500000,820176.24303000,0.00114440,2.008888,292,0.82026654,1301.123065,6153,2718,92034,426,,6153
WEST BENGAL,569,TON,18,14,13,91.29500000,92383.35360000,0.00009134,0.159678,154,0.09248275,183.636148,5640,125,94798,146,,0
WEST BENGAL,569,NOS,,,,,97100.00000000,,,,0.00971000,0.020223,,,,,,0
